account_id,customer_id,branch_id,account_type,opened_date,current_balance,account_status
A002868,C00064,B00501,Salary,2021-09-24,100227.92,Active
A002869,C02937,B00601,Savings,2024-05-06,69341.36,Active
A002870,C00533,B00101,Premium Savings,2021-06-03,144974.7,Active
A002871,C03301,B01001,Savings,2023-04-05,163665.44,Active
A002872,C04614,B00201,Savings,2022-03-07,403280.87,Active
A002873,C01490,B00301,Savings,2020-04-15,382236.37,Active
A002874,C03603,B00201,Salary,2023-08-31,270578.59,Active
A002875,C02964,B01001,Current,2020-12-24,293824.37,Active
A002876,C02228,B00201,Current,2023-01-17,129576.88,Active
A002877,C00699,B00801,Current,2022-02-17,174240.18,Active
A002878,C03531,B00201,Premium Savings,2020-07-07,284803.88,Active
A002879,C02883,B00401,Current,2020-09-18,115542.49,Active
A002880,C03474,B00401,Premium Savings,2023-04-10,50633.51,Active
A002881,C01799,B00901,Salary,2020-06-28,281952.83,Active
A002882,C01018,B00601,Salary,2021-06-13,8005.06,Active
A002883,C03209,B01001,Current,2023-02-25,280713.52,Active
A002884,C01474,B00201,Savings,2023-12-07,53688.66,Active
A002885,C02958,B00901,Premium Savings,2023-12-26,118009.31,Active
A002886,C01867,B00301,Current,2023-09-05,283673.94,Active
A002887,C01898,B00601,Savings,2020-07-02,18420.29,Active
A002888,C02376,B00701,Savings,2022-01-26,312103.31,Active
A002889,C00614,B00201,Current,2022-05-15,352336.52,Active
A002890,C04421,B00201,Salary,2023-03-13,107553.67,Active
A002891,C03125,B00101,Current,2023-01-05,100987.14,Active
A002892,C01286,B00501,Salary,2024-08-27,332860.95,Active
A002893,C03688,B00701,Premium Savings,2022-06-16,208576.84,Active
A002894,C00063,B00701,Premium Savings,2022-06-07,161449.69,Active
A002895,C00071,B00401,Current,2020-08-02,150396.44,Active
A002896,C04256,B01001,Current,2022-10-31,157014.21,Active
A002897,C00813,B00301,Salary,2020-11-12,194380.75,Active
A002898,C03765,B00101,Salary,2020-05-31,111091.78,Active
A002899,C02452,B00301,Current,2023-05-05,21197.47,Active
A002900,C02871,B00401,Premium Savings,2022-10-29,47551.02,Active
A002901,C04135,B01001,Savings,2023-09-30,230902.06,Active
A002902,C03883,B00501,Current,2023-01-04,190917.23,Active
A002903,C01878,B01001,Premium Savings,2023-08-02,147879.78,Active
A002904,C00045,B00501,Salary,2021-05-16,134736.93,Active
A002905,C01958,B00201,Savings,2022-05-21,441576.72,Active
A002906,C03875,B00401,Premium Savings,2023-04-26,160018.92,Active
A002907,C03827,B00601,Current,2023-02-03,235480.25,Active
A002908,C01470,B00901,Savings,2024-11-16,148279.74,Active
A002909,C01736,B00901,Premium Savings,2022-03-28,0.0,Active
A002910,C02851,B00101,Savings,2024-02-08,0.0,Active
A002911,C02797,B00101,Premium Savings,2021-03-11,278837.11,Active
A002912,C01078,B01001,Current,2023-04-21,252896.95,Active
A002913,C02549,B00401,Salary,2020-06-30,91027.99,Active
A002914,C04570,B01001,Savings,2024-01-31,242600.62,Active
A002915,C03076,B00401,Premium Savings,2020-07-04,137684.17,Active
A002916,C03145,B00301,Current,2023-02-27,106001.49,Active
A002917,C01407,B00801,Current,2023-08-24,147671.5,Active
A002918,C02742,B00101,Current,2023-03-12,76879.52,Active
A002919,C02918,B00301,Current,2021-09-21,256211.68,Active
A002920,C01466,B00701,Premium Savings,2024-10-11,256145.0,Active
A002921,C04643,B00301,Savings,2024-09-04,196028.43,Active
A002922,C01456,B00901,Savings,2024-01-25,176059.61,Active
A002923,C04293,B00201,Salary,2020-11-19,161190.27,Active
A002924,C03216,B00501,Salary,2023-11-24,54840.62,Active
A002925,C01649,B00101,Current,2020-05-22,271583.14,Active
A002926,C00334,B01001,Savings,2022-09-24,198618.5,Active
A002927,C04565,B00401,Salary,2024-02-24,135481.52,Active
A002928,C01360,B00201,Premium Savings,2021-10-31,315436.02,Active
A002929,C00401,B00101,Savings,2020-06-16,186419.67,Active
A002930,C02415,B00301,Savings,2022-01-28,217424.03,Active
A002931,C00553,B00701,Premium Savings,2023-02-03,370882.5,Active
A002932,C04005,B00701,Premium Savings,2022-08-05,106969.16,Active
A002933,C04193,B00201,Premium Savings,2020-02-14,287943.44,Active
A002934,C02048,B00501,Premium Savings,2022-10-20,32715.93,Active
A002935,C03548,B00201,Premium Savings,2020-05-23,129188.98,Active
A002936,C01589,B00601,Savings,2024-09-24,290962.1,Active
A002937,C00463,B00501,Savings,2022-01-06,235775.48,Active
A002938,C00799,B00101,Savings,2021-03-28,208189.8,Active
A002939,C03703,B00401,Savings,2021-05-01,242769.71,Active
A002940,C00717,B00601,Premium Savings,2020-08-22,286893.76,Active
A002941,C04207,B00901,Current,2024-03-31,286432.47,Active
A002942,C02082,B00201,Premium Savings,2023-03-29,226608.83,Active
A002943,C01200,B00901,Premium Savings,2020-02-14,209627.89,Active
A002944,C03280,B00901,Current,2020-08-16,146575.37,Active
A002945,C01627,B00901,Savings,2021-03-25,113400.51,Active
A002946,C04019,B00901,Salary,2022-09-11,308681.07,Active
A002947,C02096,B00901,Savings,2024-07-31,195777.49,Active
A002948,C03218,B00901,Current,2021-07-16,188439.06,Active
A002949,C04110,B00901,Savings,2024-07-13,222350.66,Active
A002950,C04755,B00201,Savings,2021-11-22,260398.01,Active
A002951,C04234,B00301,Premium Savings,2023-10-05,350831.27,Active
A002952,C02995,B00901,Premium Savings,2020-12-11,197584.84,Active
A002953,C01858,B00901,Premium Savings,2020-02-02,272963.83,Active
A002954,C02938,B00901,Savings,2024-07-09,365537.1,Active
A002955,C02750,B00701,Savings,2022-11-07,128331.48,Active
A002956,C03327,B00101,Salary,2020-02-02,427610.3,Active
A002957,C03931,B00401,Premium Savings,2021-05-29,255762.35,Active
A002958,C03604,B00201,Savings,2020-12-08,266634.13,Active
A002959,C02691,B00201,Premium Savings,2024-05-28,11035.58,Active
A002960,C01823,B00501,Savings,2020-12-11,262782.7,Active
A002961,C02231,B00201,Premium Savings,2022-12-26,260463.81,Active
A002962,C03698,B00101,Savings,2022-08-25,80180.38,Active
A002963,C00533,B00501,Premium Savings,2021-12-10,234593.21,Active
A002964,C01094,B00401,Premium Savings,2020-12-23,143969.54,Active
A002965,C02097,B00301,Salary,2023-07-03,176615.28,Active
A002966,C04094,B01001,Current,2021-07-30,121665.52,Active
A002967,C01946,B00101,Savings,2023-11-07,118720.09,Active
A002968,C01156,B00701,Salary,2020-12-14,151773.96,Active
A002969,C00397,B00801,Salary,2023-09-07,19599.22,Active
A002970,C02953,B00401,Savings,2020-10-16,67144.52,Active
A002971,C03965,B00901,Salary,2021-06-03,224720.49,Active
A002972,C00235,B00101,Premium Savings,2022-10-31,212429.09,Active
A002973,C02087,B00501,Premium Savings,2022-02-09,255102.95,Active
A002974,C03498,B00401,Savings,2021-10-29,266052.84,Active
A002975,C04412,B00501,Savings,2022-08-22,194181.96,Active
A002976,C02670,B00401,Salary,2024-01-22,115508.14,Active
A002977,C01564,B00701,Premium Savings,2021-03-31,152218.09,Active
A002978,C04259,B00201,Current,2023-07-22,232223.46,Active
A002979,C00439,B00801,Savings,2023-04-28,136732.64,Active
A002980,C03918,B00501,Savings,2024-08-01,379754.25,Active
A002981,C01372,B00401,Current,2022-09-11,211686.78,Active
A002982,C02873,B00601,Current,2024-07-02,94432.17,Active
A002983,C02368,B00801,Current,2024-11-09,216756.74,Active
A002984,C01461,B00301,Salary,2023-10-13,246473.93,Active
A002985,C03878,B00401,Current,2024-03-04,88950.2,Active
A002986,C00686,B00901,Premium Savings,2020-08-17,157221.08,Active
A002987,C02487,B00201,Premium Savings,2021-03-30,146383.97,Active
A002988,C02488,B00801,Current,2020-06-23,354184.55,Active
A002989,C03847,B00401,Premium Savings,2020-08-14,115850.74,Active
A002990,C02437,B00201,Salary,2022-05-31,168935.4,Active
A002991,C03965,B00301,Current,2021-11-07,45786.27,Active
A002992,C03447,B00301,Premium Savings,2024-04-11,375001.52,Active
A002993,C00252,B00301,Salary,2024-04-27,266342.02,Active
A002994,C03400,B00201,Premium Savings,2020-06-16,122894.45,Active
A002995,C04722,B01001,Current,2021-06-03,45374.64,Active
A002996,C04476,B00601,Salary,2020-06-08,374607.17,Active
A002997,C02194,B00101,Savings,2020-07-08,127147.2,Active
A002998,C02421,B00401,Current,2023-02-13,188965.87,Active
A002999,C04926,B00801,Current,2024-05-21,114027.98,Active
A003000,C02454,B00901,Savings,2022-10-01,271423.79,Active
A003001,C01736,B00801,Premium Savings,2022-08-07,306041.16,Active
A003002,C00756,B01001,Savings,2021-03-18,140774.81,Active
A003003,C01950,B00801,Salary,2022-02-09,296287.34,Active
A003004,C01886,B00401,Premium Savings,2022-05-23,233560.0,Active
A003005,C00182,B00201,Premium Savings,2020-06-20,232245.01,Active
A003006,C03904,B01001,Salary,2022-04-20,227615.33,Active
A003007,C04234,B00201,Savings,2021-01-07,221611.65,Active
A003008,C03044,B00401,Salary,2023-08-12,237991.01,Active
A003009,C01703,B00501,Premium Savings,2023-09-19,268496.41,Active
A003010,C01605,B00501,Savings,2022-10-24,139086.45,Active
A003011,C01732,B00801,Savings,2022-12-21,332074.43,Active
A003012,C02808,B01001,Premium Savings,2023-12-06,388902.62,Active
A003013,C03863,B00901,Current,2024-01-19,322882.16,Active
A003014,C04839,B00401,Savings,2024-03-27,101788.07,Active
A003015,C02498,B00901,Premium Savings,2022-05-23,210973.56,Active
A003016,C04621,B00601,Salary,2020-08-23,245367.53,Active
A003017,C01150,B01001,Salary,2021-06-09,346032.69,Active
A003018,C00173,B00501,Savings,2023-09-29,335471.19,Active
A003019,C02523,B00801,Savings,2022-09-24,0.0,Active
A003020,C01616,B00101,Premium Savings,2020-10-17,70649.89,Active
A003021,C04036,B01001,Premium Savings,2023-12-13,215093.03,Active
A003022,C04734,B00701,Salary,2023-04-01,242751.35,Active
A003023,C00093,B00301,Salary,2023-03-05,133580.81,Active
A003024,C05000,B00601,Savings,2020-04-09,344859.3,Active
A003025,C03105,B00201,Premium Savings,2020-06-11,14915.44,Active
A003026,C00936,B00501,Savings,2024-11-13,223411.87,Active
A003027,C03935,B00201,Current,2022-09-24,131653.29,Active
A003028,C04178,B01001,Savings,2023-06-06,187311.45,Active
A003029,C01067,B00601,Current,2024-07-27,341062.45,Active
A003030,C00474,B00701,Salary,2022-09-05,288660.45,Active
A003031,C04164,B00301,Current,2023-06-12,312276.48,Active
A003032,C00329,B01001,Savings,2024-09-18,176390.1,Active
A003033,C04073,B00601,Salary,2020-01-10,26796.33,Active
A003034,C03756,B00101,Current,2024-02-14,221580.89,Active
A003035,C04422,B00301,Current,2024-05-13,44867.06,Active
A003036,C02240,B00901,Current,2023-10-03,275986.59,Active
A003037,C02208,B00201,Savings,2024-03-21,191598.81,Active
A003038,C00141,B00501,Current,2021-06-29,359725.79,Active
A003039,C01603,B00601,Salary,2021-12-11,62019.88,Active
A003040,C02006,B00201,Premium Savings,2022-08-05,0.0,Active
A003041,C00054,B00501,Savings,2021-07-19,414843.58,Active
A003042,C01041,B00501,Premium Savings,2021-04-22,131164.2,Active
A003043,C00680,B00201,Premium Savings,2024-03-13,171323.94,Active
A003044,C00593,B00401,Savings,2024-01-02,216514.36,Active
A003045,C04723,B00601,Premium Savings,2023-07-23,298813.05,Active
A003046,C02844,B00101,Premium Savings,2020-03-20,138246.74,Active
A003047,C01712,B01001,Premium Savings,2023-08-10,52123.1,Active
A003048,C04293,B01001,Premium Savings,2023-11-21,231338.35,Active
A003049,C01881,B00501,Savings,2021-09-19,364598.71,Active
A003050,C04448,B00501,Savings,2024-01-14,226855.69,Active
A003051,C04522,B00401,Current,2021-05-24,219835.03,Active
A003052,C00384,B00601,Savings,2023-03-13,411431.7,Active
A003053,C02526,B00601,Premium Savings,2022-01-22,15930.34,Active
A003054,C01310,B00901,Salary,2021-07-23,218674.9,Active
A003055,C02920,B00501,Premium Savings,2020-10-09,26620.95,Active
A003056,C01537,B00501,Savings,2021-09-22,301761.39,Active
A003057,C00608,B00401,Savings,2023-05-23,344937.98,Active
A003058,C02923,B00201,Current,2021-10-07,184775.03,Active
A003059,C02331,B00301,Savings,2021-06-23,193255.12,Active
A003060,C01149,B00301,Savings,2021-02-27,69715.84,Active
A003061,C00202,B00301,Savings,2022-04-10,362294.57,Active
A003062,C03262,B00901,Premium Savings,2022-04-14,137346.74,Active
A003063,C00260,B00401,Premium Savings,2020-01-31,301615.17,Active
A003064,C03492,B00201,Savings,2024-04-28,381603.95,Active
A003065,C00606,B01001,Salary,2023-08-20,130717.31,Active
A003066,C01839,B00401,Premium Savings,2020-08-02,105807.69,Active
A003067,C01273,B00601,Premium Savings,2022-05-15,224013.97,Active
A003068,C01591,B00201,Savings,2022-05-05,239155.61,Active
A003069,C03062,B00501,Current,2020-10-06,172479.55,Active
A003070,C04533,B00501,Current,2022-02-03,0.0,Active
A003071,C00059,B00301,Savings,2022-04-01,259590.34,Active
A003072,C02378,B00101,Premium Savings,2020-04-20,216509.75,Active
A003073,C01600,B00101,Current,2022-04-28,181594.32,Active
A003074,C03942,B00801,Premium Savings,2020-12-06,118701.91,Active
A003075,C03088,B00801,Premium Savings,2022-05-25,184199.89,Active
A003076,C04486,B00201,Premium Savings,2020-02-15,3588.15,Active
A003077,C04205,B00701,Salary,2023-09-20,401169.19,Active
A003078,C03058,B00701,Current,2024-03-22,177091.42,Active
A003079,C04367,B00901,Salary,2020-07-05,59666.1,Active
A003080,C02720,B00201,Salary,2020-10-04,195634.59,Active
A003081,C03138,B00101,Current,2024-03-21,266808.08,Active
A003082,C00642,B00901,Salary,2022-07-09,326219.12,Active
A003083,C01763,B00201,Savings,2022-01-15,373560.63,Active
A003084,C01755,B00901,Salary,2021-12-25,159363.84,Active
A003085,C02441,B00901,Current,2022-03-07,213167.35,Active
A003086,C01527,B00901,Premium Savings,2023-05-29,186726.72,Active
A003087,C01295,B00101,Salary,2023-07-16,155708.57,Active
A003088,C00054,B00901,Salary,2020-11-14,131530.49,Active
A003089,C01604,B00201,Savings,2024-09-04,350330.35,Active
A003090,C02014,B00501,Premium Savings,2022-02-06,190737.1,Active
A003091,C04721,B00501,Premium Savings,2021-09-08,86993.27,Active
A003092,C03013,B00601,Current,2024-10-08,128938.33,Active
A003093,C02769,B00201,Premium Savings,2022-01-30,135760.71,Active
A003094,C01784,B00201,Premium Savings,2023-07-18,206351.81,Active
A003095,C00993,B00401,Premium Savings,2020-05-15,353837.74,Active
A003096,C04294,B00901,Current,2020-06-12,166500.11,Active
A003097,C04950,B00601,Savings,2023-11-18,323790.49,Active
A003098,C00428,B00101,Premium Savings,2022-06-10,235758.56,Active
A003099,C02571,B00401,Savings,2020-01-10,121061.5,Active
A003100,C02802,B00601,Current,2021-05-27,405784.64,Active
A003101,C01396,B00701,Current,2020-04-23,175648.39,Active
A003102,C04166,B01001,Savings,2020-09-29,309893.76,Active
A003103,C03397,B00501,Current,2023-08-05,304795.13,Active
A003104,C03273,B00201,Savings,2024-06-05,304028.1,Active
A003105,C01600,B01001,Salary,2020-09-13,274351.19,Active
A003106,C00436,B00601,Salary,2020-08-05,0.0,Active
A003107,C03907,B00101,Current,2023-03-18,434615.65,Active
A003108,C03962,B00401,Current,2022-10-07,145040.29,Active
A003109,C00724,B00701,Salary,2023-04-25,151620.01,Active
A003110,C04720,B00701,Current,2023-08-14,294528.59,Active
A003111,C01606,B00401,Current,2023-10-08,316548.7,Active
A003112,C01572,B00501,Current,2020-11-09,221701.76,Active
A003113,C04201,B01001,Savings,2020-09-21,84259.53,Active
A003114,C01193,B00101,Savings,2020-02-12,322246.63,Active
A003115,C04471,B00301,Premium Savings,2023-11-08,174449.0,Active
A003116,C03207,B01001,Salary,2020-04-09,0.0,Active
A003117,C03662,B00901,Premium Savings,2020-11-19,328346.51,Active
A003118,C04873,B00901,Salary,2023-09-20,274084.03,Active
A003119,C00980,B00701,Current,2023-04-20,296737.38,Active
A003120,C04722,B00501,Salary,2020-06-24,180070.63,Active
A003121,C04487,B00501,Current,2023-11-18,263231.94,Active
A003122,C02082,B00501,Salary,2023-10-14,44523.11,Active
A003123,C00177,B00501,Salary,2020-02-26,255896.95,Active
A003124,C02121,B00301,Salary,2021-04-23,318694.21,Active
A003125,C04630,B01001,Premium Savings,2020-04-29,210987.96,Active
A003126,C00477,B00901,Current,2023-04-12,397652.29,Active
A003127,C02212,B00601,Premium Savings,2021-08-16,74059.92,Active
A003128,C04996,B00201,Current,2020-09-29,351091.39,Active
A003129,C04030,B01001,Savings,2021-07-16,134186.54,Active
A003130,C00830,B00601,Salary,2023-09-19,273313.57,Active
A003131,C04554,B00501,Premium Savings,2020-11-02,23129.07,Active
A003132,C04898,B00201,Savings,2021-10-03,298173.55,Active
A003133,C04910,B00301,Current,2021-04-04,159544.71,Active
A003134,C04890,B01001,Savings,2023-02-07,80925.37,Active
A003135,C02500,B00201,Savings,2022-06-13,10858.37,Active
A003136,C01314,B01001,Current,2023-07-23,387212.62,Active
A003137,C00106,B00201,Premium Savings,2020-10-19,124998.27,Active
A003138,C03676,B00701,Salary,2022-12-25,307549.03,Active
A003139,C00254,B00701,Current,2024-03-30,17427.28,Active
A003140,C00438,B00701,Current,2022-03-21,197158.1,Active
A003141,C01509,B00401,Savings,2022-02-17,114928.05,Active
A003142,C03122,B00301,Savings,2020-06-03,347682.44,Active
A003143,C02880,B00601,Salary,2021-07-30,265717.16,Active
A003144,C03339,B00601,Premium Savings,2020-10-31,172103.74,Active
A003145,C00313,B00801,Savings,2023-10-15,392482.77,Active
A003146,C01325,B00301,Premium Savings,2024-01-14,300066.86,Active
A003147,C00764,B00601,Savings,2024-02-15,261291.95,Active
A003148,C01865,B00201,Savings,2021-08-30,133047.26,Active
A003149,C01418,B00301,Salary,2020-10-13,226771.98,Active
A003150,C02174,B00201,Salary,2021-07-28,129587.18,Active
A003151,C04172,B00601,Current,2020-04-11,403255.23,Active
A003152,C02767,B00701,Salary,2022-12-16,177765.53,Active
A003153,C01724,B00501,Savings,2020-03-03,2735.35,Active
A003154,C00577,B00901,Salary,2022-01-24,362944.13,Active
A003155,C02611,B00101,Savings,2020-06-04,118688.49,Active
A003156,C03884,B00401,Salary,2020-03-19,368690.61,Active
A003157,C01586,B01001,Salary,2022-12-30,33938.6,Active
A003158,C04005,B01001,Premium Savings,2024-02-16,363382.87,Active
A003159,C00810,B01001,Salary,2022-06-29,249091.42,Active
A003160,C02773,B00401,Premium Savings,2020-12-10,138213.91,Active
A003161,C03504,B00801,Salary,2021-02-19,90792.09,Active
A003162,C04561,B00301,Salary,2024-01-30,355276.1,Active
A003163,C03196,B00301,Current,2022-04-03,201988.75,Active
A003164,C01066,B00801,Savings,2020-03-24,286198.33,Active
A003165,C02781,B00301,Salary,2022-02-20,271223.85,Active
A003166,C02487,B00101,Premium Savings,2023-08-24,267718.51,Active
A003167,C00051,B00201,Salary,2020-10-19,107735.87,Active
A003168,C03378,B00201,Premium Savings,2020-02-23,66511.89,Active
A003169,C00279,B00701,Premium Savings,2024-04-23,219096.7,Active
A003170,C03724,B01001,Salary,2022-06-20,99648.91,Active
A003171,C04841,B00501,Current,2023-07-20,260890.09,Active
A003172,C01470,B00701,Current,2022-10-29,225547.77,Active
A003173,C02665,B00901,Salary,2020-12-08,134103.86,Active
A003174,C01154,B00701,Salary,2023-08-24,300991.75,Active
A003175,C00978,B00301,Premium Savings,2021-10-08,251420.77,Active
A003176,C04392,B00901,Salary,2020-07-18,112991.73,Active
A003177,C04713,B00501,Salary,2022-11-20,140835.28,Active
A003178,C01735,B00101,Salary,2024-03-30,355453.15,Active
A003179,C00535,B00601,Savings,2021-04-09,378187.27,Active
A003180,C03050,B00701,Savings,2024-01-21,69474.35,Active
A003181,C01435,B00501,Premium Savings,2024-03-22,179218.81,Active
A003182,C00242,B00701,Salary,2022-06-01,295477.35,Active
A003183,C02001,B00901,Savings,2020-01-18,92208.21,Active
A003184,C03595,B00501,Salary,2022-12-28,195958.92,Active
A003185,C01452,B00701,Salary,2022-08-20,182293.16,Active
A003186,C01503,B00601,Premium Savings,2022-04-18,77328.83,Active
A003187,C01529,B00901,Salary,2020-09-27,388416.08,Active
A003188,C01036,B00601,Premium Savings,2023-09-29,327985.91,Active
A003189,C03148,B00601,Salary,2021-12-21,238539.51,Active
A003190,C04570,B00701,Savings,2023-09-26,193802.56,Active
A003191,C03140,B00201,Salary,2021-07-06,125454.16,Active
A003192,C00163,B00401,Salary,2022-11-16,477221.44,Active
A003193,C00915,B00901,Salary,2024-05-13,78330.04,Active
A003194,C03691,B00701,Premium Savings,2021-05-05,111758.39,Active
A003195,C03020,B00101,Salary,2020-08-29,160530.85,Active
A003196,C03597,B00101,Savings,2020-06-24,211471.49,Active
A003197,C03305,B00201,Premium Savings,2024-10-24,250872.63,Active
A003198,C02588,B01001,Salary,2023-07-27,204933.54,Active
A003199,C00322,B00301,Savings,2024-03-04,531946.79,Active
A003200,C02015,B00301,Savings,2024-03-26,308422.77,Active
A003201,C03467,B00801,Premium Savings,2022-08-24,228258.57,Active
A003202,C00633,B00501,Premium Savings,2024-01-29,128053.72,Active
A003203,C01370,B00901,Current,2023-02-04,38221.58,Active
A003204,C02944,B00601,Savings,2021-11-21,117711.16,Active
A003205,C03894,B00501,Salary,2021-11-30,226807.75,Active
A003206,C04426,B00201,Current,2020-07-11,309222.89,Active
A003207,C00416,B00401,Current,2020-07-12,144718.28,Active
A003208,C03367,B00201,Savings,2023-03-24,272188.32,Active
A003209,C03560,B00501,Savings,2020-03-15,207880.12,Active
A003210,C01686,B00901,Salary,2020-06-02,259909.65,Active
A003211,C01423,B00901,Premium Savings,2022-11-17,239945.13,Active
A003212,C00232,B00401,Current,2020-06-26,33189.31,Active
A003213,C03591,B00901,Salary,2021-10-27,87791.33,Active
A003214,C01843,B01001,Premium Savings,2022-01-31,121681.46,Active
A003215,C00164,B00401,Savings,2024-10-29,74838.79,Active
A003216,C03866,B00501,Savings,2023-07-07,97586.67,Active
A003217,C00929,B00201,Savings,2022-10-10,324608.19,Active
A003218,C04394,B00401,Savings,2021-03-09,127110.75,Active
A003219,C02383,B00601,Current,2021-04-30,235634.01,Active
A003220,C04539,B00501,Current,2024-10-19,145796.44,Active
A003221,C02831,B00901,Savings,2024-03-05,374290.42,Active
A003222,C01871,B00201,Premium Savings,2023-06-10,213648.13,Active
A003223,C03177,B00401,Premium Savings,2022-12-27,97539.77,Active
A003224,C00479,B00501,Savings,2022-08-24,198989.16,Active
A003225,C00044,B00401,Salary,2021-08-29,122874.31,Active
A003226,C04722,B00601,Current,2022-10-31,137414.37,Active
A003227,C01259,B00901,Savings,2023-08-13,169983.12,Active
A003228,C04501,B00301,Premium Savings,2020-04-24,45787.82,Active
A003229,C01996,B00501,Premium Savings,2020-10-19,78210.76,Active
A003230,C03775,B00501,Salary,2020-10-06,252024.6,Active
A003231,C00206,B00601,Premium Savings,2023-08-03,109965.18,Active
A003232,C00942,B00401,Savings,2023-10-02,246768.74,Active
A003233,C02203,B01001,Current,2021-08-26,433165.43,Active
A003234,C04975,B00601,Current,2021-09-03,154296.47,Active
A003235,C01051,B00901,Salary,2022-11-20,0.0,Active
A003236,C02548,B00701,Salary,2022-03-03,51329.72,Active
A003237,C02425,B00201,Savings,2022-11-23,239125.66,Active
A003238,C01861,B00801,Savings,2020-08-12,124805.03,Active
A003239,C00568,B00901,Premium Savings,2021-09-27,294267.76,Active
A003240,C01169,B00901,Salary,2022-11-11,304662.39,Active
A003241,C01803,B00101,Salary,2023-05-23,303149.63,Active
A003242,C01835,B01001,Current,2024-04-10,281043.1,Active
A003243,C00685,B00601,Savings,2020-12-01,64037.7,Active
A003244,C00363,B00701,Salary,2024-10-09,128384.97,Active
A003245,C04777,B00601,Salary,2024-07-08,221319.48,Active
A003246,C00886,B00601,Current,2023-03-26,274916.98,Active
A003247,C00877,B00401,Premium Savings,2024-02-18,157011.29,Active
A003248,C00342,B00101,Premium Savings,2023-01-17,172488.35,Active
A003249,C04573,B00601,Premium Savings,2022-12-07,65752.87,Active
A003250,C02605,B00201,Premium Savings,2022-10-16,0.0,Active
A003251,C03467,B00701,Premium Savings,2024-05-21,284990.63,Active
A003252,C01001,B00701,Premium Savings,2024-10-17,8089.41,Active
A003253,C04712,B00101,Salary,2022-11-07,257656.9,Active
A003254,C01346,B00501,Current,2022-09-15,15009.55,Active
A003255,C01626,B00601,Savings,2020-03-16,341612.14,Active
A003256,C04635,B00101,Savings,2022-12-11,326630.88,Active
A003257,C01558,B00401,Salary,2024-01-06,96460.74,Active
A003258,C02523,B00801,Savings,2022-07-08,345403.59,Active
A003259,C03788,B00401,Salary,2021-09-01,320820.95,Active
A003260,C00032,B01001,Salary,2024-08-01,133048.92,Active
A003261,C01153,B00501,Current,2021-11-09,120955.82,Active
A003262,C02467,B00501,Savings,2022-08-11,140088.87,Active
A003263,C03517,B00101,Salary,2023-05-21,199015.31,Active
A003264,C01606,B00701,Premium Savings,2024-07-21,72035.17,Active
A003265,C01866,B00101,Current,2020-08-26,380503.08,Active
A003266,C01813,B00301,Salary,2024-10-23,225442.48,Active
A003267,C04990,B00301,Savings,2021-01-11,112671.71,Active
A003268,C01603,B00601,Salary,2023-11-27,185195.68,Active
A003269,C01719,B00401,Salary,2020-02-12,494129.64,Active
A003270,C03303,B00401,Premium Savings,2024-09-19,200099.5,Active
A003271,C02024,B00201,Savings,2024-02-11,119115.3,Active
A003272,C04446,B00601,Savings,2020-04-09,84027.78,Active
A003273,C01520,B00501,Savings,2023-01-01,0.0,Active
A003274,C00818,B00601,Savings,2022-05-01,166276.21,Active
A003275,C02688,B00301,Savings,2022-02-26,204232.05,Active
A003276,C00514,B01001,Premium Savings,2021-06-20,283100.66,Active
A003277,C01079,B00401,Premium Savings,2022-11-01,47445.02,Active
A003278,C04580,B00401,Current,2024-07-18,349238.11,Active
A003279,C01734,B01001,Premium Savings,2022-12-27,219683.44,Active
A003280,C04559,B00501,Salary,2023-01-25,173073.1,Active
A003281,C04623,B00501,Premium Savings,2022-06-05,303423.4,Active
A003282,C04438,B00501,Premium Savings,2021-08-31,373326.24,Active
A003283,C00432,B00901,Premium Savings,2020-12-17,74351.05,Active
A003284,C01827,B00101,Premium Savings,2020-06-05,103900.19,Active
A003285,C03660,B00101,Salary,2024-05-18,326003.6,Active
A003286,C00098,B00501,Premium Savings,2024-02-25,150321.2,Active
A003287,C00998,B00301,Current,2022-12-20,183478.07,Active
A003288,C04439,B00101,Savings,2023-02-21,128543.37,Active
A003289,C04290,B00401,Current,2021-04-02,248919.93,Active
A003290,C04671,B01001,Salary,2022-10-30,201343.48,Active
A003291,C02968,B00201,Salary,2023-02-12,57430.17,Active
A003292,C02369,B00401,Current,2023-10-27,132686.54,Active
A003293,C03256,B00901,Premium Savings,2022-01-09,125589.91,Active
A003294,C01889,B00201,Salary,2021-11-03,288335.92,Active
A003295,C02874,B01001,Salary,2021-03-22,345130.46,Active
A003296,C04428,B00601,Premium Savings,2022-03-02,123288.83,Active
A003297,C03300,B00401,Current,2021-12-25,22548.6,Active
A003298,C04422,B00101,Salary,2023-06-06,121594.79,Active
A003299,C02210,B00101,Premium Savings,2022-12-08,166498.84,Active
A003300,C02698,B00301,Premium Savings,2020-01-14,226500.44,Active
A003301,C01922,B00101,Salary,2022-10-31,188331.07,Active
A003302,C02183,B01001,Premium Savings,2021-03-01,262179.59,Active
A003303,C04137,B01001,Premium Savings,2022-08-10,65653.41,Active
A003304,C04054,B00501,Current,2023-01-13,53122.47,Active
A003305,C03878,B01001,Salary,2022-07-04,254815.8,Active
A003306,C01504,B00801,Salary,2020-11-20,0.0,Active
A003307,C00733,B00701,Premium Savings,2023-08-14,370108.79,Active
A003308,C02165,B00701,Current,2023-01-09,200492.38,Active
A003309,C02595,B00501,Savings,2021-05-17,248626.79,Active
