customer_id,customer_name,age,gender,city,state,occupation,customer_segment,join_date
C02313,Customer 02313,59,Female,Kolkata,West Bengal,Student,Mass Affluent,2019-08-10
C02314,Customer 02314,23,Female,Coimbatore,Tamil Nadu,Self-Employed,Mass,2024-03-04
C02315,Customer 02315,46,Female,Mumbai,Maharashtra,Salaried,Mass Affluent,2023-02-01
C02316,Customer 02316,39,Female,Kolkata,West Bengal,Business,Mass Affluent,2020-11-18
C02317,Customer 02317,64,Male,Ahmedabad,Gujarat,Student,Mass,2024-09-12
C02318,Customer 02318,62,Female,Chennai,Tamil Nadu,Business,Mass Affluent,2020-09-26
C02319,Customer 02319,70,Female,Coimbatore,Tamil Nadu,Business,Premium,2019-01-16
C02320,Customer 02320,53,Female,Visakhapatnam,Andhra Pradesh,Retired,Affluent,2021-07-04
C02321,Customer 02321,52,Female,Bengaluru,Karnataka,Salaried,Mass,2020-10-02
C02322,Customer 02322,53,Female,Jodhpur,Rajasthan,Self-Employed,Affluent,2018-11-08
C02323,Customer 02323,27,Male,Mumbai,Maharashtra,Retired,Mass,2018-08-10
C02324,Customer 02324,48,Male,Visakhapatnam,Andhra Pradesh,Salaried,Mass,2022-08-16
C02325,Customer 02325,24,Female,Coimbatore,Tamil Nadu,Student,Premium,2023-10-31
C02326,Customer 02326,41,Male,Lucknow,Uttar Pradesh,Salaried,Mass Affluent,2024-04-18
C02327,Customer 02327,41,Male,Surat,Gujarat,Student,Premium,2025-03-08
C02328,Customer 02328,23,Female,Jaipur,Rajasthan,Salaried,Mass,2019-07-16
C02329,Customer 02329,45,Male,Chennai,Tamil Nadu,Self-Employed,Mass,2019-05-17
C02330,Customer 02330,29,Female,Kolkata,West Bengal,Business,Premium,2019-09-18
C02331,Customer 02331,34,Male,Jaipur,Rajasthan,Student,Mass Affluent,2021-11-28
C02332,Customer 02332,42,Female,Ahmedabad,Gujarat,Business,Mass Affluent,2024-05-13
C02333,Customer 02333,25,Male,Surat,Gujarat,Self-Employed,Affluent,2018-10-11
C02334,Customer 02334,55,Male,Surat,Gujarat,Salaried,Premium,2023-02-17
C02335,Customer 02335,62,Male,Pune,Maharashtra,Student,Mass Affluent,2019-10-21
C02336,Customer 02336,28,Male,Hyderabad,Telangana,Retired,Affluent,2018-07-08
C02337,Customer 02337,60,Male,New Delhi,Delhi,Self-Employed,Affluent,2020-01-24
C02338,Customer 02338,35,Male,Chennai,Tamil Nadu,Salaried,Premium,2019-01-17
C02339,Customer 02339,41,Female,Kolkata,West Bengal,Salaried,Affluent,2018-04-20
C02340,Customer 02340,28,Male,Mysuru,Karnataka,Self-Employed,Mass,2024-05-12
C02341,Customer 02341,36,Female,New Delhi,Delhi,Student,Affluent,2025-03-01
C02342,Customer 02342,39,Female,Vijayawada,Andhra Pradesh,Business,Premium,2021-08-24
C02343,Customer 02343,38,Female,Visakhapatnam,Andhra Pradesh,Retired,Mass Affluent,2018-05-20
C02344,Customer 02344,22,Female,Surat,Gujarat,Business,Mass Affluent,2020-01-13
C02345,Customer 02345,67,Male,Kolkata,West Bengal,Retired,Affluent,2023-05-04
C02346,Customer 02346,39,Female,Surat,Gujarat,Salaried,Mass,2018-03-11
C02347,Customer 02347,60,Male,Surat,Gujarat,Retired,Premium,2025-01-02
C02348,Customer 02348,64,Female,Chennai,Tamil Nadu,Retired,Mass,2025-05-13
C02349,Customer 02349,47,Female,Warangal,Telangana,Business,Mass,2018-03-17
C02350,Customer 02350,23,Female,Chennai,Tamil Nadu,Business,Affluent,2025-08-11
C02351,Customer 02351,42,Female,Bengaluru,Karnataka,Retired,Mass Affluent,2022-10-04
C02352,Customer 02352,61,Female,Hyderabad,Telangana,Business,Mass,2023-01-12
C02353,Customer 02353,46,Male,Hyderabad,Telangana,Salaried,Mass,2022-03-11
C02354,Customer 02354,53,Male,Pune,Maharashtra,Salaried,Mass Affluent,2024-11-07
C02355,Customer 02355,39,Female,Ahmedabad,Gujarat,Business,Mass Affluent,2021-03-22
C02356,Customer 02356,44,Male,Kolkata,West Bengal,Retired,Premium,2018-06-01
C02357,Customer 02357,42,Male,Kolkata,West Bengal,Self-Employed,Mass Affluent,2019-11-06
C02358,Customer 02358,21,Female,Pune,Maharashtra,Salaried,Premium,2020-12-28
C02359,Customer 02359,30,Male,Ahmedabad,Gujarat,Student,Mass,2019-08-31
C02360,Customer 02360,35,Male,Surat,Gujarat,Salaried,Premium,2018-12-12
C02361,Customer 02361,58,Female,Visakhapatnam,Andhra Pradesh,Self-Employed,Premium,2019-09-07
C02362,Customer 02362,45,Male,Lucknow,Uttar Pradesh,Salaried,Affluent,2018-09-28
C02363,Customer 02363,27,Female,Visakhapatnam,Andhra Pradesh,Self-Employed,Premium,2018-08-11
C02364,Customer 02364,67,Male,Ahmedabad,Gujarat,Business,Mass Affluent,2021-03-22
C02365,Customer 02365,21,Male,Pune,Maharashtra,Student,Mass Affluent,2018-03-16
C02366,Customer 02366,21,Female,Hyderabad,Telangana,Business,Mass,2023-08-20
C02367,Customer 02367,57,Male,Lucknow,Uttar Pradesh,Self-Employed,Premium,2019-06-07
C02368,Customer 02368,49,Male,New Delhi,Delhi,Business,Mass,2019-07-04
C02369,Customer 02369,55,Female,Vijayawada,Andhra Pradesh,Student,Mass,2024-09-10
C02370,Customer 02370,63,Male,Vijayawada,Andhra Pradesh,Retired,Mass Affluent,2022-01-13
C02371,Customer 02371,22,Male,Hyderabad,Telangana,Salaried,Premium,2022-04-18
C02372,Customer 02372,65,Male,Kolkata,West Bengal,Self-Employed,Mass,2024-09-06
C02373,Customer 02373,56,Male,Ahmedabad,Gujarat,Business,Mass Affluent,2020-11-23
C02374,Customer 02374,31,Female,Mysuru,Karnataka,Self-Employed,Affluent,2025-06-13
C02375,Customer 02375,46,Male,Bengaluru,Karnataka,Student,Mass,2021-01-03
C02376,Customer 02376,41,Female,Bengaluru,Karnataka,Salaried,Mass,2019-08-26
C02377,Customer 02377,63,Male,Vijayawada,Andhra Pradesh,Salaried,Premium,2021-01-16
C02378,Customer 02378,56,Female,New Delhi,Delhi,Self-Employed,Mass Affluent,2024-09-01
C02379,Customer 02379,23,Female,Noida,Uttar Pradesh,Business,Affluent,2020-11-14
C02380,Customer 02380,22,Female,Mysuru,Karnataka,Business,Mass,2023-11-10
C02381,Customer 02381,53,Female,Pune,Maharashtra,Self-Employed,Premium,2019-12-25
C02382,Customer 02382,33,Female,New Delhi,Delhi,Salaried,Premium,2019-12-21
C02383,Customer 02383,35,Female,Hyderabad,Telangana,Student,Mass Affluent,2018-07-01
C02384,Customer 02384,67,Female,Pune,Maharashtra,Retired,Mass Affluent,2018-03-24
C02385,Customer 02385,22,Female,Jodhpur,Rajasthan,Salaried,Mass,2021-01-17
C02386,Customer 02386,34,Male,New Delhi,Delhi,Student,Affluent,2025-03-29
C02387,Customer 02387,69,Male,Kolkata,West Bengal,Retired,Mass,2019-01-20
C02388,Customer 02388,33,Male,Warangal,Telangana,Business,Mass,2021-12-22
C02389,Customer 02389,25,Female,Kolkata,West Bengal,Self-Employed,Mass,2021-12-06
C02390,Customer 02390,27,Male,Lucknow,Uttar Pradesh,Retired,Premium,2022-02-17
C02391,Customer 02391,67,Male,Hyderabad,Telangana,Self-Employed,Affluent,2020-08-18
C02392,Customer 02392,29,Male,New Delhi,Delhi,Retired,Mass Affluent,2021-09-05
C02393,Customer 02393,24,Male,Kolkata,West Bengal,Business,Premium,2021-01-31
C02394,Customer 02394,43,Male,Kolkata,West Bengal,Business,Mass,2023-05-27
C02395,Customer 02395,22,Female,Vijayawada,Andhra Pradesh,Salaried,Mass,2022-04-10
C02396,Customer 02396,70,Female,Surat,Gujarat,Student,Mass,2019-08-22
C02397,Customer 02397,30,Male,Bengaluru,Karnataka,Retired,Mass,2020-01-12
C02398,Customer 02398,35,Male,Bengaluru,Karnataka,Self-Employed,Premium,2021-05-16
C02399,Customer 02399,40,Female,Noida,Uttar Pradesh,Student,Affluent,2023-02-06
C02400,Customer 02400,67,Male,Jodhpur,Rajasthan,Salaried,Mass Affluent,2025-05-11
C02401,Customer 02401,54,Male,Jodhpur,Rajasthan,Student,Premium,2022-06-01
C02402,Customer 02402,24,Male,Lucknow,Uttar Pradesh,Salaried,Mass,2019-12-02
C02403,Customer 02403,39,Male,Noida,Uttar Pradesh,Student,Mass,2019-01-29
C02404,Customer 02404,49,Male,Ahmedabad,Gujarat,Student,Mass,2025-07-17
C02405,Customer 02405,37,Male,Hyderabad,Telangana,Student,Mass,2018-02-26
C02406,Customer 02406,32,Male,Kolkata,West Bengal,Self-Employed,Affluent,2023-09-06
C02407,Customer 02407,58,Female,Bengaluru,Karnataka,Salaried,Mass Affluent,2024-03-04
C02408,Customer 02408,62,Female,Vijayawada,Andhra Pradesh,Self-Employed,Mass,2019-12-01
C02409,Customer 02409,22,Female,Surat,Gujarat,Business,Mass,2018-09-29
C02410,Customer 02410,35,Female,Visakhapatnam,Andhra Pradesh,Self-Employed,Mass Affluent,2021-01-31
C02411,Customer 02411,37,Male,Surat,Gujarat,Salaried,Affluent,2023-08-10
C02412,Customer 02412,27,Female,Noida,Uttar Pradesh,Retired,Premium,2019-05-09
C02413,Customer 02413,41,Female,Ahmedabad,Gujarat,Self-Employed,Mass Affluent,2021-08-24
C02414,Customer 02414,27,Female,Vijayawada,Andhra Pradesh,Student,Mass,2018-01-11
C02415,Customer 02415,27,Male,Jaipur,Rajasthan,Salaried,Mass Affluent,2021-12-26
C02416,Customer 02416,44,Male,Mysuru,Karnataka,Business,Affluent,2023-06-11
C02417,Customer 02417,28,Male,Warangal,Telangana,Student,Mass,2024-10-17
C02418,Customer 02418,68,Female,Hyderabad,Telangana,Retired,Affluent,2022-02-15
C02419,Customer 02419,39,Female,Visakhapatnam,Andhra Pradesh,Student,Mass,2024-07-18
C02420,Customer 02420,46,Female,Noida,Uttar Pradesh,Business,Mass Affluent,2020-11-06
C02421,Customer 02421,57,Male,Hyderabad,Telangana,Business,Mass,2018-09-25
C02422,Customer 02422,40,Male,Coimbatore,Tamil Nadu,Salaried,Affluent,2020-04-17
C02423,Customer 02423,60,Female,New Delhi,Delhi,Student,Mass,2023-09-04
C02424,Customer 02424,32,Female,Hyderabad,Telangana,Student,Mass,2019-09-09
C02425,Customer 02425,27,Female,Visakhapatnam,Andhra Pradesh,Self-Employed,Mass,2023-08-29
C02426,Customer 02426,58,Male,Mumbai,Maharashtra,Business,Mass,2021-03-09
C02427,Customer 02427,62,Female,Kolkata,West Bengal,Salaried,Mass Affluent,2025-04-25
C02428,Customer 02428,35,Male,Noida,Uttar Pradesh,Business,Premium,2020-10-15
C02429,Customer 02429,50,Female,Coimbatore,Tamil Nadu,Self-Employed,Mass Affluent,2021-02-20
C02430,Customer 02430,49,Male,New Delhi,Delhi,Self-Employed,Affluent,2019-12-12
C02431,Customer 02431,49,Male,Coimbatore,Tamil Nadu,Retired,Mass Affluent,2019-03-13
C02432,Customer 02432,68,Female,Coimbatore,Tamil Nadu,Business,Mass,2021-02-08
C02433,Customer 02433,38,Female,Noida,Uttar Pradesh,Self-Employed,Mass,2024-06-19
C02434,Customer 02434,70,Female,Kolkata,West Bengal,Self-Employed,Affluent,2019-03-17
C02435,Customer 02435,69,Male,Noida,Uttar Pradesh,Business,Mass Affluent,2019-02-12
C02436,Customer 02436,44,Male,Kolkata,West Bengal,Retired,Mass,2020-11-11
C02437,Customer 02437,68,Male,Vijayawada,Andhra Pradesh,Self-Employed,Mass,2023-12-18
C02438,Customer 02438,27,Female,Chennai,Tamil Nadu,Salaried,Mass Affluent,2021-03-28
C02439,Customer 02439,58,Female,Lucknow,Uttar Pradesh,Self-Employed,Premium,2022-10-01
C02440,Customer 02440,28,Female,Vijayawada,Andhra Pradesh,Business,Affluent,2023-08-31
C02441,Customer 02441,66,Female,Warangal,Telangana,Retired,Mass,2018-12-17
C02442,Customer 02442,61,Male,Mysuru,Karnataka,Business,Affluent,2021-12-10
C02443,Customer 02443,36,Female,Jodhpur,Rajasthan,Retired,Mass Affluent,2019-11-05
C02444,Customer 02444,24,Female,Surat,Gujarat,Self-Employed,Mass,2018-10-13
C02445,Customer 02445,37,Female,Mumbai,Maharashtra,Salaried,Mass Affluent,2018-06-25
C02446,Customer 02446,40,Female,Kolkata,West Bengal,Salaried,Premium,2022-03-03
C02447,Customer 02447,50,Female,Vijayawada,Andhra Pradesh,Self-Employed,Premium,2023-07-12
C02448,Customer 02448,59,Female,Lucknow,Uttar Pradesh,Self-Employed,Mass Affluent,2021-07-08
C02449,Customer 02449,61,Female,Warangal,Telangana,Salaried,Mass Affluent,2020-10-11
C02450,Customer 02450,23,Female,Chennai,Tamil Nadu,Self-Employed,Mass Affluent,2024-01-21
C02451,Customer 02451,62,Male,Warangal,Telangana,Salaried,Mass,2018-04-25
C02452,Customer 02452,44,Female,Pune,Maharashtra,Student,Affluent,2021-05-23
C02453,Customer 02453,31,Female,Kolkata,West Bengal,Student,Mass,2021-10-21
C02454,Customer 02454,32,Male,Chennai,Tamil Nadu,Retired,Mass,2023-08-15
C02455,Customer 02455,45,Female,Jodhpur,Rajasthan,Self-Employed,Mass,2023-08-31
C02456,Customer 02456,33,Male,New Delhi,Delhi,Business,Premium,2019-07-27
C02457,Customer 02457,49,Female,Pune,Maharashtra,Business,Mass Affluent,2021-10-18
C02458,Customer 02458,64,Male,Jaipur,Rajasthan,Self-Employed,Mass,2019-03-08
C02459,Customer 02459,63,Male,Mysuru,Karnataka,Business,Mass Affluent,2020-09-02
C02460,Customer 02460,33,Male,New Delhi,Delhi,Student,Mass,2025-05-19
C02461,Customer 02461,32,Female,Noida,Uttar Pradesh,Self-Employed,Mass,2021-09-03
C02462,Customer 02462,37,Female,Noida,Uttar Pradesh,Business,Mass,2024-04-17
C02463,Customer 02463,70,Male,Surat,Gujarat,Salaried,Mass,2019-10-21
C02464,Customer 02464,49,Female,New Delhi,Delhi,Salaried,Affluent,2018-04-04
C02465,Customer 02465,32,Male,New Delhi,Delhi,Student,Mass Affluent,2022-08-11
C02466,Customer 02466,58,Male,Visakhapatnam,Andhra Pradesh,Self-Employed,Mass,2025-02-19
C02467,Customer 02467,35,Female,Mysuru,Karnataka,Self-Employed,Mass,2022-09-14
C02468,Customer 02468,33,Female,Surat,Gujarat,Salaried,Mass Affluent,2018-10-20
C02469,Customer 02469,40,Male,Jaipur,Rajasthan,Self-Employed,Premium,2022-06-03
C02470,Customer 02470,63,Male,Warangal,Telangana,Salaried,Premium,2022-02-10
C02471,Customer 02471,48,Male,Kolkata,West Bengal,Self-Employed,Mass,2019-04-12
C02472,Customer 02472,33,Male,Jaipur,Rajasthan,Student,Mass,2023-11-07
C02473,Customer 02473,36,Male,Ahmedabad,Gujarat,Business,Mass,2023-02-12
C02474,Customer 02474,43,Female,Mumbai,Maharashtra,Salaried,Affluent,2023-07-13
C02475,Customer 02475,28,Female,Hyderabad,Telangana,Salaried,Mass Affluent,2022-03-23
C02476,Customer 02476,40,Male,Kolkata,West Bengal,Business,Affluent,2022-03-23
C02477,Customer 02477,24,Male,Noida,Uttar Pradesh,Business,Mass Affluent,2018-02-15
C02478,Customer 02478,67,Male,Visakhapatnam,Andhra Pradesh,Business,Premium,2020-06-27
C02479,Customer 02479,29,Female,Coimbatore,Tamil Nadu,Student,Mass Affluent,2021-02-03
C02480,Customer 02480,39,Male,New Delhi,Delhi,Business,Mass,2021-04-09
C02481,Customer 02481,66,Male,Jaipur,Rajasthan,Retired,Mass Affluent,2019-08-10
C02482,Customer 02482,42,Male,Kolkata,West Bengal,Student,Affluent,2022-01-27
C02483,Customer 02483,58,Male,Chennai,Tamil Nadu,Salaried,Mass Affluent,2018-12-11
C02484,Customer 02484,65,Female,New Delhi,Delhi,Business,Affluent,2020-05-07
C02485,Customer 02485,46,Female,Kolkata,West Bengal,Self-Employed,Mass,2019-07-10
C02486,Customer 02486,67,Female,Kolkata,West Bengal,Retired,Affluent,2019-03-25
C02487,Customer 02487,59,Male,Hyderabad,Telangana,Student,Premium,2024-03-21
C02488,Customer 02488,55,Female,New Delhi,Delhi,Business,Affluent,2018-05-03
C02489,Customer 02489,36,Female,Vijayawada,Andhra Pradesh,Business,Mass Affluent,2019-11-01
C02490,Customer 02490,43,Male,Surat,Gujarat,Retired,Affluent,2019-04-19
C02491,Customer 02491,34,Male,Visakhapatnam,Andhra Pradesh,Self-Employed,Premium,2022-10-18
C02492,Customer 02492,38,Female,Bengaluru,Karnataka,Business,Premium,2024-03-09
C02493,Customer 02493,64,Female,New Delhi,Delhi,Retired,Mass,2019-06-16
C02494,Customer 02494,46,Female,Mumbai,Maharashtra,Business,Affluent,2024-04-27
C02495,Customer 02495,21,Male,Bengaluru,Karnataka,Retired,Mass Affluent,2020-03-16
C02496,Customer 02496,69,Female,Lucknow,Uttar Pradesh,Business,Affluent,2024-12-28
C02497,Customer 02497,31,Female,Pune,Maharashtra,Retired,Mass,2025-07-12
C02498,Customer 02498,65,Male,Pune,Maharashtra,Retired,Mass,2022-05-19
C02499,Customer 02499,63,Female,Kolkata,West Bengal,Business,Mass Affluent,2018-08-28
C02500,Customer 02500,53,Female,Kolkata,West Bengal,Student,Mass Affluent,2021-07-27
C02501,Customer 02501,67,Female,Jaipur,Rajasthan,Salaried,Mass,2019-03-01
C02502,Customer 02502,37,Male,Warangal,Telangana,Student,Mass Affluent,2022-06-07
C02503,Customer 02503,49,Male,Bengaluru,Karnataka,Self-Employed,Mass,2021-12-23
C02504,Customer 02504,58,Female,Jodhpur,Rajasthan,Self-Employed,Mass,2024-04-15
C02505,Customer 02505,70,Male,Jodhpur,Rajasthan,Salaried,Mass,2018-04-23
C02506,Customer 02506,48,Male,Lucknow,Uttar Pradesh,Retired,Premium,2021-10-07
C02507,Customer 02507,58,Female,Jaipur,Rajasthan,Business,Affluent,2024-01-01
C02508,Customer 02508,32,Female,Warangal,Telangana,Self-Employed,Affluent,2020-05-05
C02509,Customer 02509,62,Female,Vijayawada,Andhra Pradesh,Self-Employed,Affluent,2020-01-12
C02510,Customer 02510,63,Male,Vijayawada,Andhra Pradesh,Business,Affluent,2023-09-22
C02511,Customer 02511,41,Female,Mysuru,Karnataka,Student,Mass,2025-01-10
C02512,Customer 02512,57,Male,Hyderabad,Telangana,Salaried,Mass,2018-11-14
C02513,Customer 02513,21,Female,New Delhi,Delhi,Business,Mass,2025-05-29
C02514,Customer 02514,70,Female,Kolkata,West Bengal,Salaried,Affluent,2024-02-08
C02515,Customer 02515,39,Male,Bengaluru,Karnataka,Student,Mass,2024-12-01
C02516,Customer 02516,28,Male,Mysuru,Karnataka,Retired,Affluent,2018-02-21
C02517,Customer 02517,43,Female,Surat,Gujarat,Salaried,Mass,2019-09-29
C02518,Customer 02518,67,Female,Jodhpur,Rajasthan,Salaried,Premium,2022-10-11
C02519,Customer 02519,67,Male,Bengaluru,Karnataka,Business,Mass,2025-07-04
C02520,Customer 02520,51,Female,Visakhapatnam,Andhra Pradesh,Self-Employed,Mass,2023-07-19
C02521,Customer 02521,69,Male,Visakhapatnam,Andhra Pradesh,Student,Affluent,2019-11-27
C02522,Customer 02522,48,Male,Lucknow,Uttar Pradesh,Self-Employed,Mass,2024-03-03
C02523,Customer 02523,70,Male,Vijayawada,Andhra Pradesh,Student,Mass,2021-08-30
C02524,Customer 02524,32,Female,Kolkata,West Bengal,Retired,Mass,2019-08-25
C02525,Customer 02525,29,Female,Vijayawada,Andhra Pradesh,Retired,Mass,2021-03-03
C02526,Customer 02526,52,Female,Bengaluru,Karnataka,Salaried,Premium,2024-09-07
C02527,Customer 02527,60,Female,Kolkata,West Bengal,Self-Employed,Mass,2020-05-25
C02528,Customer 02528,51,Male,Ahmedabad,Gujarat,Student,Mass,2021-12-31
C02529,Customer 02529,23,Male,Vijayawada,Andhra Pradesh,Business,Mass,2021-07-18
C02530,Customer 02530,23,Male,Coimbatore,Tamil Nadu,Salaried,Mass,2024-06-05
C02531,Customer 02531,39,Female,Mumbai,Maharashtra,Retired,Mass,2021-06-05
C02532,Customer 02532,46,Female,Surat,Gujarat,Self-Employed,Premium,2019-11-17
C02533,Customer 02533,36,Female,Jodhpur,Rajasthan,Student,Mass Affluent,2020-06-23
C02534,Customer 02534,32,Male,Jodhpur,Rajasthan,Retired,Mass Affluent,2019-11-29
C02535,Customer 02535,26,Male,Warangal,Telangana,Self-Employed,Mass Affluent,2021-07-11
C02536,Customer 02536,34,Male,Visakhapatnam,Andhra Pradesh,Salaried,Affluent,2020-01-01
C02537,Customer 02537,42,Female,New Delhi,Delhi,Student,Premium,2024-10-31
C02538,Customer 02538,53,Male,Surat,Gujarat,Retired,Affluent,2020-05-02
C02539,Customer 02539,58,Male,Lucknow,Uttar Pradesh,Self-Employed,Mass Affluent,2021-12-28
C02540,Customer 02540,47,Male,Vijayawada,Andhra Pradesh,Business,Mass,2021-02-03
C02541,Customer 02541,42,Female,Kolkata,West Bengal,Salaried,Mass Affluent,2020-06-24
C02542,Customer 02542,62,Male,Jodhpur,Rajasthan,Salaried,Mass Affluent,2018-04-30
C02543,Customer 02543,29,Male,Mysuru,Karnataka,Student,Mass,2021-03-21
C02544,Customer 02544,58,Female,New Delhi,Delhi,Self-Employed,Mass,2018-04-29
C02545,Customer 02545,28,Male,Lucknow,Uttar Pradesh,Self-Employed,Mass,2020-05-08
C02546,Customer 02546,32,Female,Kolkata,West Bengal,Self-Employed,Mass,2022-08-25
C02547,Customer 02547,64,Female,Warangal,Telangana,Student,Mass,2024-01-30
C02548,Customer 02548,43,Male,Jaipur,Rajasthan,Self-Employed,Mass Affluent,2022-10-07
C02549,Customer 02549,70,Female,Noida,Uttar Pradesh,Retired,Mass,2025-07-14
C02550,Customer 02550,38,Female,Jodhpur,Rajasthan,Salaried,Mass,2021-05-04
C02551,Customer 02551,59,Female,Chennai,Tamil Nadu,Student,Mass,2018-01-22
C02552,Customer 02552,26,Male,New Delhi,Delhi,Retired,Affluent,2023-07-07
C02553,Customer 02553,35,Male,New Delhi,Delhi,Retired,Mass Affluent,2018-11-22
C02554,Customer 02554,33,Male,Jodhpur,Rajasthan,Self-Employed,Mass,2022-01-11
C02555,Customer 02555,44,Male,Coimbatore,Tamil Nadu,Student,Premium,2018-04-18
C02556,Customer 02556,34,Male,Vijayawada,Andhra Pradesh,Business,Affluent,2024-03-26
C02557,Customer 02557,26,Female,Lucknow,Uttar Pradesh,Retired,Premium,2025-04-28
C02558,Customer 02558,37,Male,Visakhapatnam,Andhra Pradesh,Retired,Premium,2019-07-19
C02559,Customer 02559,47,Male,Jodhpur,Rajasthan,Retired,Mass Affluent,2021-10-26
C02560,Customer 02560,32,Male,New Delhi,Delhi,Student,Mass,2019-06-27
C02561,Customer 02561,51,Female,Ahmedabad,Gujarat,Retired,Mass,2021-03-07
C02562,Customer 02562,35,Male,Surat,Gujarat,Retired,Mass,2025-05-07
C02563,Customer 02563,30,Male,New Delhi,Delhi,Self-Employed,Mass Affluent,2022-05-16
C02564,Customer 02564,70,Male,Pune,Maharashtra,Self-Employed,Mass,2021-05-04
C02565,Customer 02565,39,Female,Warangal,Telangana,Salaried,Mass Affluent,2022-07-05
C02566,Customer 02566,47,Male,Warangal,Telangana,Self-Employed,Affluent,2024-06-07
C02567,Customer 02567,41,Female,New Delhi,Delhi,Retired,Affluent,2020-03-09
C02568,Customer 02568,49,Male,Vijayawada,Andhra Pradesh,Student,Mass,2021-09-30
C02569,Customer 02569,42,Female,Mysuru,Karnataka,Retired,Mass Affluent,2023-05-11
C02570,Customer 02570,55,Male,Coimbatore,Tamil Nadu,Salaried,Mass,2021-10-12
C02571,Customer 02571,27,Male,Hyderabad,Telangana,Salaried,Mass Affluent,2022-09-26
C02572,Customer 02572,38,Female,Kolkata,West Bengal,Self-Employed,Mass,2024-10-30
C02573,Customer 02573,46,Female,Kolkata,West Bengal,Retired,Mass,2024-04-15
C02574,Customer 02574,45,Male,Kolkata,West Bengal,Self-Employed,Mass Affluent,2024-10-10
C02575,Customer 02575,26,Male,Kolkata,West Bengal,Student,Affluent,2022-06-26
C02576,Customer 02576,56,Male,Kolkata,West Bengal,Self-Employed,Affluent,2020-12-26
C02577,Customer 02577,63,Female,Surat,Gujarat,Self-Employed,Mass Affluent,2023-10-26
C02578,Customer 02578,46,Female,Jodhpur,Rajasthan,Retired,Premium,2018-06-20
C02579,Customer 02579,62,Female,Surat,Gujarat,Student,Affluent,2023-07-05
C02580,Customer 02580,61,Male,Ahmedabad,Gujarat,Business,Premium,2020-11-17
C02581,Customer 02581,27,Female,Ahmedabad,Gujarat,Self-Employed,Mass,2021-06-03
C02582,Customer 02582,25,Female,New Delhi,Delhi,Salaried,Mass,2023-03-08
C02583,Customer 02583,54,Male,Mumbai,Maharashtra,Business,Affluent,2024-09-18
C02584,Customer 02584,64,Female,Mumbai,Maharashtra,Salaried,Premium,2024-12-07
C02585,Customer 02585,40,Male,Ahmedabad,Gujarat,Business,Mass,2025-07-29
C02586,Customer 02586,58,Male,Lucknow,Uttar Pradesh,Retired,Mass,2019-02-26
C02587,Customer 02587,50,Female,New Delhi,Delhi,Salaried,Affluent,2021-08-08
C02588,Customer 02588,66,Female,New Delhi,Delhi,Self-Employed,Affluent,2024-02-16
C02589,Customer 02589,28,Female,Warangal,Telangana,Salaried,Affluent,2023-12-30
C02590,Customer 02590,56,Female,Kolkata,West Bengal,Salaried,Premium,2018-07-17
C02591,Customer 02591,38,Female,Vijayawada,Andhra Pradesh,Salaried,Mass Affluent,2019-06-24
C02592,Customer 02592,54,Male,Ahmedabad,Gujarat,Retired,Affluent,2024-12-04
C02593,Customer 02593,24,Male,New Delhi,Delhi,Business,Mass,2019-05-15
C02594,Customer 02594,21,Male,Ahmedabad,Gujarat,Business,Mass Affluent,2019-11-21
C02595,Customer 02595,56,Male,Surat,Gujarat,Self-Employed,Mass Affluent,2021-04-04
C02596,Customer 02596,36,Female,Jodhpur,Rajasthan,Self-Employed,Premium,2024-11-28
C02597,Customer 02597,57,Female,Kolkata,West Bengal,Business,Mass,2020-07-20
C02598,Customer 02598,54,Female,Mumbai,Maharashtra,Retired,Affluent,2020-08-13
C02599,Customer 02599,43,Female,Jaipur,Rajasthan,Salaried,Premium,2019-04-03
C02600,Customer 02600,38,Female,Ahmedabad,Gujarat,Salaried,Mass Affluent,2024-11-09
C02601,Customer 02601,42,Female,New Delhi,Delhi,Salaried,Premium,2025-05-21
C02602,Customer 02602,63,Female,Mysuru,Karnataka,Retired,Affluent,2020-04-23
C02603,Customer 02603,50,Female,Mumbai,Maharashtra,Self-Employed,Mass,2018-11-05
C02604,Customer 02604,64,Male,Hyderabad,Telangana,Student,Affluent,2018-07-29
C02605,Customer 02605,43,Female,Lucknow,Uttar Pradesh,Retired,Mass Affluent,2025-01-19
C02606,Customer 02606,57,Male,Kolkata,West Bengal,Self-Employed,Mass,2021-12-24
C02607,Customer 02607,48,Female,Kolkata,West Bengal,Business,Premium,2024-12-05
C02608,Customer 02608,60,Male,Chennai,Tamil Nadu,Student,Premium,2020-12-03
C02609,Customer 02609,30,Male,Lucknow,Uttar Pradesh,Student,Mass,2022-12-06
C02610,Customer 02610,64,Male,Lucknow,Uttar Pradesh,Self-Employed,Premium,2021-08-28
C02611,Customer 02611,36,Male,Kolkata,West Bengal,Student,Mass,2020-06-08
C02612,Customer 02612,27,Female,Chennai,Tamil Nadu,Salaried,Mass,2022-01-11
C02613,Customer 02613,43,Male,Chennai,Tamil Nadu,Retired,Affluent,2019-01-01
C02614,Customer 02614,43,Female,Chennai,Tamil Nadu,Salaried,Affluent,2022-10-07
C02615,Customer 02615,67,Female,Coimbatore,Tamil Nadu,Student,Mass Affluent,2024-11-24
C02616,Customer 02616,27,Male,Pune,Maharashtra,Business,Mass Affluent,2023-03-18
