loan_id,customer_id,branch_id,loan_type,loan_amount,interest_rate,term_months,start_date,loan_status
L00683,C04548,B00101,Education Loan,471492.77,11.55,48,2025-02-05,Closed
L00684,C03809,B00501,Personal Loan,3198377.52,7.9,24,2024-07-06,Active
L00685,C03176,B00101,Auto Loan,1552967.45,8.78,84,2024-07-20,Overdue
L00686,C00407,B00101,Education Loan,4728744.91,9.78,12,2023-12-21,Active
L00687,C04676,B00201,Business Loan,502239.2,10.67,24,2025-01-02,Active
L00688,C02975,B00401,Home Loan,3374920.95,13.3,180,2024-02-25,Active
L00689,C03726,B01001,Business Loan,2616628.17,7.99,36,2023-10-30,Active
L00690,C02416,B00801,Home Loan,1049217.8,13.2,24,2024-08-27,Active
L00691,C02881,B00901,Home Loan,1108591.34,7.75,24,2023-09-09,Active
L00692,C04638,B00201,Personal Loan,1115578.09,9.75,12,2023-12-20,Overdue
L00693,C02922,B00201,Home Loan,1137260.47,8.49,60,2024-07-09,Active
L00694,C03902,B00301,Business Loan,2511869.23,10.38,12,2023-02-19,Closed
L00695,C02466,B00601,Auto Loan,4536163.75,7.85,48,2025-09-08,Active
L00696,C03931,B00101,Home Loan,1605517.28,10.64,24,2023-08-07,Overdue
L00697,C02585,B00201,Personal Loan,2089819.4,12.09,12,2025-03-06,Active
L00698,C02074,B00301,Auto Loan,4384617.65,10.99,36,2024-03-24,Closed
L00699,C02551,B00101,Auto Loan,2055842.1,14.86,24,2025-05-05,Overdue
L00700,C02411,B00501,Business Loan,3508167.97,9.76,12,2024-04-26,Active
L00701,C02905,B00901,Business Loan,4420714.14,10.86,36,2023-08-21,Overdue
L00702,C03445,B00201,Business Loan,3205898.75,14.55,48,2023-07-03,Overdue
L00703,C01929,B01001,Home Loan,4672036.94,9.33,60,2025-09-13,Closed
L00704,C03914,B00501,Auto Loan,964207.99,10.41,84,2023-02-02,Active
L00705,C01978,B00601,Personal Loan,689343.6,11.36,84,2023-04-22,Overdue
L00706,C00939,B00901,Personal Loan,3506216.55,9.62,36,2023-08-07,Closed
L00707,C01028,B00801,Auto Loan,4800494.51,9.9,84,2024-08-04,Overdue
L00708,C00916,B01001,Personal Loan,2304626.29,13.68,84,2023-05-05,Overdue
L00709,C04975,B00301,Business Loan,4359644.59,9.84,36,2025-03-05,Overdue
L00710,C03324,B01001,Business Loan,122744.57,10.57,12,2023-01-04,Overdue
L00711,C04033,B00701,Education Loan,2246043.33,14.95,120,2023-02-04,Active
L00712,C03905,B01001,Personal Loan,3451440.66,7.51,84,2024-12-02,Active
L00713,C02300,B00101,Personal Loan,2699988.22,8.85,24,2024-08-23,Active
L00714,C03318,B00501,Education Loan,1792162.94,12.96,12,2024-11-27,Active
L00715,C02022,B00501,Business Loan,4277712.82,7.75,36,2024-06-25,Closed
L00716,C00672,B00501,Home Loan,422757.14,10.91,180,2025-07-23,Active
L00717,C02569,B00101,Auto Loan,1584642.06,10.45,120,2023-09-12,Active
L00718,C04472,B00901,Education Loan,173322.43,15.06,36,2024-12-12,Active
L00719,C01492,B00101,Education Loan,1029190.44,12.56,60,2025-08-25,Overdue
L00720,C00583,B00201,Personal Loan,4982216.52,13.84,36,2024-11-01,Active
L00721,C00517,B00601,Business Loan,505793.45,14.13,120,2025-01-22,Active
L00722,C00115,B00101,Home Loan,2462001.56,10.56,48,2023-11-26,Active
L00723,C00188,B00301,Education Loan,583194.99,12.67,48,2024-08-08,Closed
L00724,C01855,B01001,Business Loan,1833189.0,7.82,84,2023-11-17,Active
L00725,C03983,B00301,Home Loan,3349821.3,10.98,36,2024-01-28,Closed
L00726,C04541,B01001,Education Loan,4644373.9,9.42,180,2024-06-05,Closed
L00727,C02243,B00201,Auto Loan,4496808.73,10.59,12,2025-05-01,Closed
L00728,C01988,B00501,Personal Loan,189036.76,8.68,180,2023-06-01,Closed
L00729,C03662,B00301,Personal Loan,2566830.29,12.22,180,2023-05-31,Active
L00730,C02780,B00601,Education Loan,502587.69,15.46,24,2023-02-19,Active
L00731,C01964,B00501,Business Loan,3922758.53,8.72,36,2023-07-12,Overdue
L00732,C01980,B00601,Education Loan,1927255.45,10.24,24,2024-08-16,Active
L00733,C03584,B00901,Education Loan,4346897.13,8.51,60,2024-12-14,Active
L00734,C02643,B00401,Business Loan,3758016.98,13.12,180,2024-07-02,Active
L00735,C03596,B01001,Education Loan,1034346.7,11.36,48,2023-09-28,Overdue
L00736,C01150,B00701,Education Loan,2476833.13,9.42,48,2023-01-27,Active
L00737,C04564,B00301,Auto Loan,2182336.45,11.43,120,2025-02-22,Active
L00738,C04974,B00501,Home Loan,2899023.98,10.12,60,2024-12-23,Active
L00739,C00097,B00801,Personal Loan,4052970.18,15.44,24,2025-02-11,Closed
L00740,C03210,B00301,Home Loan,2815324.87,13.28,180,2025-09-16,Active
L00741,C01651,B00301,Education Loan,2875336.22,12.99,24,2023-04-17,Closed
L00742,C02145,B00601,Personal Loan,352771.9,9.59,48,2024-08-10,Active
L00743,C02676,B00401,Home Loan,796457.05,14.46,12,2023-09-27,Active
L00744,C00463,B00901,Auto Loan,4889432.79,11.83,84,2024-09-24,Overdue
L00745,C02226,B00801,Auto Loan,2720910.79,14.22,48,2023-08-27,Active
L00746,C01660,B00301,Home Loan,3177673.52,10.86,24,2025-06-19,Active
L00747,C02353,B00901,Home Loan,3707573.47,11.53,180,2025-01-14,Active
L00748,C01620,B00901,Personal Loan,3491185.5,12.98,12,2025-06-04,Closed
L00749,C03198,B00901,Auto Loan,2271456.04,9.79,24,2023-08-13,Active
L00750,C01484,B00401,Business Loan,2494635.33,7.74,180,2024-07-25,Overdue
L00751,C02745,B00501,Education Loan,2077230.32,9.26,120,2023-08-18,Overdue
L00752,C00669,B00901,Business Loan,4498102.24,8.81,12,2023-02-19,Active
L00753,C01432,B00301,Auto Loan,1909462.96,13.72,60,2023-09-09,Active
L00754,C00540,B00501,Business Loan,2928064.47,7.61,84,2024-05-25,Active
L00755,C01088,B00501,Home Loan,514454.7,11.0,36,2025-07-27,Overdue
L00756,C04499,B00401,Auto Loan,681699.28,13.76,120,2024-10-19,Active
L00757,C02063,B00301,Auto Loan,3909011.74,14.58,180,2024-12-25,Active
L00758,C04026,B00401,Personal Loan,2412281.24,10.46,180,2025-06-10,Overdue
L00759,C03359,B00101,Auto Loan,1423959.96,12.55,48,2023-04-02,Overdue
L00760,C04441,B00701,Personal Loan,4785561.79,12.21,180,2025-07-03,Active
L00761,C02793,B00601,Business Loan,2218598.69,15.08,60,2025-02-13,Active
L00762,C04081,B00901,Education Loan,261398.8,13.07,24,2024-05-07,Active
L00763,C03517,B00701,Personal Loan,850293.91,11.52,12,2024-03-30,Closed
L00764,C02197,B00701,Personal Loan,713228.3,14.41,12,2023-03-09,Active
L00765,C01779,B00201,Personal Loan,840692.39,15.38,120,2024-02-17,Active
L00766,C02121,B00601,Home Loan,4475943.35,12.52,24,2025-06-26,Overdue
L00767,C03116,B00601,Business Loan,124437.19,12.92,12,2024-04-28,Active
L00768,C04684,B00101,Business Loan,2480404.87,9.23,36,2024-06-12,Overdue
L00769,C00719,B00501,Auto Loan,1939612.49,11.08,48,2023-08-25,Active
L00770,C00138,B01001,Personal Loan,1502112.02,12.47,48,2025-09-12,Overdue
L00771,C00650,B00301,Business Loan,1610015.81,11.02,36,2023-10-10,Closed
L00772,C04470,B01001,Auto Loan,3690211.68,10.33,120,2023-02-25,Overdue
L00773,C02348,B00101,Auto Loan,4424512.14,15.27,84,2025-04-02,Overdue
L00774,C03216,B00301,Business Loan,2250077.61,8.37,12,2024-01-09,Active
L00775,C01455,B01001,Education Loan,2496125.32,8.61,84,2025-05-11,Closed
L00776,C00698,B00101,Business Loan,3322427.14,8.98,120,2024-11-14,Overdue
L00777,C00501,B00401,Education Loan,92785.19,14.88,36,2024-08-17,Overdue
L00778,C01743,B00301,Business Loan,962408.58,9.42,12,2024-11-19,Active
L00779,C01665,B00201,Personal Loan,2684850.64,14.15,60,2024-12-25,Active
L00780,C04872,B00801,Auto Loan,3231708.94,12.09,180,2025-01-11,Active
L00781,C04072,B00801,Home Loan,3608236.97,15.11,84,2023-08-12,Active
L00782,C02657,B00901,Home Loan,613027.01,14.53,120,2024-11-05,Active
L00783,C02837,B00901,Education Loan,3541133.45,9.29,48,2024-09-27,Overdue
L00784,C03757,B00201,Business Loan,847003.41,13.75,48,2025-07-30,Active
L00785,C00698,B00501,Business Loan,2285206.11,11.67,120,2025-06-01,Active
L00786,C01869,B00701,Education Loan,3983632.46,14.36,48,2024-12-01,Closed
L00787,C01399,B00501,Education Loan,1225555.79,8.26,36,2025-05-14,Active
L00788,C00377,B00701,Personal Loan,472197.51,7.56,36,2024-04-26,Active
L00789,C01267,B00901,Business Loan,4305310.56,15.4,180,2023-08-18,Active
L00790,C03357,B00401,Personal Loan,3732303.67,14.56,24,2023-12-14,Active
L00791,C00774,B00301,Home Loan,2390426.43,7.8,120,2024-04-03,Active
L00792,C00726,B01001,Personal Loan,2116272.13,10.55,120,2023-09-03,Active
L00793,C04651,B00101,Personal Loan,2238009.97,13.3,48,2024-05-26,Overdue
L00794,C03519,B00301,Personal Loan,1485664.8,14.48,84,2024-10-16,Active
L00795,C02137,B00701,Business Loan,475113.38,9.01,180,2023-02-13,Active
L00796,C00303,B01001,Business Loan,4829488.6,14.31,84,2023-06-22,Active
L00797,C00606,B00601,Home Loan,2849102.59,10.18,24,2023-02-17,Closed
L00798,C04880,B00201,Education Loan,2390411.39,7.51,36,2023-01-04,Closed
L00799,C00208,B00801,Home Loan,3937418.93,10.15,48,2025-07-16,Closed
L00800,C04562,B00401,Business Loan,1766395.03,13.69,60,2025-03-06,Overdue
L00801,C03199,B00201,Personal Loan,1895466.18,14.77,24,2023-10-15,Active
L00802,C02518,B00401,Home Loan,3098408.09,9.01,24,2025-02-01,Closed
L00803,C03082,B00601,Home Loan,1786506.97,12.87,60,2025-02-08,Active
L00804,C02296,B00201,Business Loan,850438.38,12.96,180,2023-07-24,Closed
L00805,C04886,B00101,Home Loan,132122.85,13.64,120,2025-04-21,Closed
L00806,C03363,B00801,Business Loan,2395068.27,13.17,60,2025-01-16,Active
L00807,C01784,B00701,Education Loan,3877637.4,13.89,12,2025-04-07,Active
L00808,C03607,B00201,Auto Loan,2168676.0,10.92,84,2024-03-02,Overdue
L00809,C03992,B00501,Auto Loan,4141304.03,13.94,60,2025-06-02,Active
L00810,C01155,B00501,Personal Loan,970263.95,9.96,36,2024-10-01,Active
L00811,C03916,B00201,Home Loan,3228855.29,10.29,120,2023-03-02,Closed
L00812,C04435,B00901,Business Loan,4578515.95,8.52,48,2024-09-16,Active
L00813,C03188,B00601,Auto Loan,3636384.28,12.72,24,2023-07-12,Active
L00814,C01322,B00701,Business Loan,3173466.94,8.76,84,2025-04-26,Closed
L00815,C04377,B00801,Auto Loan,718698.08,7.57,180,2025-09-13,Closed
L00816,C02435,B00501,Personal Loan,4998300.47,11.95,60,2024-04-04,Overdue
L00817,C04032,B00601,Home Loan,4187897.36,13.82,84,2025-05-26,Closed
L00818,C04883,B01001,Education Loan,418009.71,11.06,48,2023-10-16,Overdue
L00819,C03901,B00601,Business Loan,3525738.76,12.92,180,2025-09-13,Active
L00820,C00606,B00401,Auto Loan,1952662.16,13.65,60,2025-05-27,Active
L00821,C02380,B00901,Auto Loan,2551329.14,12.71,24,2025-09-26,Active
L00822,C02694,B00101,Education Loan,1080293.06,7.75,36,2025-01-28,Active
L00823,C00751,B00501,Business Loan,4018125.45,10.07,60,2023-12-21,Overdue
L00824,C02576,B00201,Personal Loan,1154122.6,11.13,84,2025-02-20,Active
L00825,C01901,B00201,Business Loan,3597858.68,15.04,60,2023-08-06,Active
L00826,C04393,B00701,Home Loan,4639282.52,9.91,60,2024-11-15,Active
L00827,C00682,B00901,Business Loan,1559821.45,13.93,120,2023-05-11,Overdue
L00828,C01829,B00901,Business Loan,3062907.3,10.53,60,2025-06-17,Active
L00829,C00775,B00901,Home Loan,2502634.95,9.65,120,2023-03-04,Overdue
L00830,C00220,B00101,Business Loan,1857711.15,12.13,84,2023-09-26,Active
L00831,C00181,B00101,Auto Loan,1121233.88,9.2,60,2023-09-06,Active
L00832,C04752,B00601,Home Loan,2520218.61,8.88,36,2023-10-09,Active
L00833,C00912,B00901,Education Loan,1941757.71,7.74,48,2023-02-03,Active
L00834,C03362,B00401,Business Loan,4008736.26,7.98,84,2023-04-29,Active
L00835,C00755,B00201,Home Loan,4600546.69,8.57,12,2023-11-16,Active
L00836,C00987,B00101,Home Loan,1874933.89,9.38,120,2023-04-06,Active
L00837,C00121,B00701,Auto Loan,2941775.3,9.88,36,2023-08-22,Active
L00838,C01242,B00501,Auto Loan,1291982.78,9.32,24,2025-02-22,Closed
L00839,C04617,B00601,Auto Loan,1029447.04,14.49,48,2025-03-17,Active
L00840,C00106,B00501,Education Loan,1148317.45,13.55,180,2024-12-13,Active
L00841,C04814,B00101,Home Loan,1824686.25,13.75,120,2025-09-16,Closed
L00842,C03395,B00701,Education Loan,71005.45,15.09,12,2025-05-20,Closed
L00843,C02339,B00401,Business Loan,3487238.02,9.29,120,2023-03-29,Active
L00844,C00593,B00201,Home Loan,4966142.41,9.43,12,2023-01-04,Overdue
L00845,C02007,B00201,Home Loan,2306333.32,13.06,120,2024-09-19,Closed
L00846,C00145,B00501,Business Loan,1069702.54,11.34,48,2023-02-13,Active
L00847,C03661,B00401,Auto Loan,1007684.03,15.16,48,2023-11-30,Closed
L00848,C04323,B00501,Auto Loan,3956872.55,8.2,60,2025-08-29,Active
L00849,C03990,B00401,Auto Loan,4605832.78,8.19,12,2023-06-04,Active
L00850,C03921,B00501,Personal Loan,1415249.11,11.22,60,2025-03-12,Active
L00851,C01527,B00301,Education Loan,4601391.09,9.46,36,2023-06-24,Active
L00852,C01864,B00201,Business Loan,4310396.54,9.56,60,2025-06-06,Active
L00853,C03918,B00901,Education Loan,2513829.57,13.9,48,2023-01-27,Active
L00854,C04378,B00301,Education Loan,3230578.84,10.15,120,2023-11-11,Closed
L00855,C04095,B00601,Education Loan,3000756.11,13.34,180,2025-03-07,Closed
L00856,C02180,B00901,Personal Loan,1826110.73,11.78,48,2023-10-20,Active
L00857,C02421,B00301,Home Loan,565382.74,9.84,36,2023-03-10,Active
L00858,C04903,B00301,Personal Loan,4646288.08,12.24,180,2025-06-07,Active
L00859,C04377,B00901,Business Loan,2489047.38,13.01,48,2024-02-03,Active
L00860,C01968,B00401,Business Loan,4555505.67,11.98,12,2023-03-27,Overdue
L00861,C01994,B00801,Personal Loan,4581408.22,8.06,180,2024-01-31,Overdue
L00862,C02664,B00301,Business Loan,521736.88,7.89,120,2024-08-22,Overdue
L00863,C01333,B00901,Business Loan,3954205.29,11.02,180,2024-08-19,Closed
L00864,C00224,B00601,Education Loan,3141980.77,10.63,36,2023-12-25,Active
L00865,C00667,B00601,Auto Loan,2718654.7,7.72,84,2025-08-13,Active
L00866,C04677,B00101,Home Loan,3470990.06,14.07,84,2025-02-02,Active
L00867,C01012,B00801,Home Loan,2660055.82,8.34,48,2024-08-13,Overdue
L00868,C00884,B00201,Personal Loan,2821345.41,12.36,180,2024-03-06,Active
L00869,C04457,B00901,Business Loan,4939440.43,12.01,84,2025-06-22,Active
L00870,C02663,B00401,Education Loan,88805.27,9.15,60,2023-11-04,Active
L00871,C00606,B01001,Personal Loan,1645148.17,12.33,36,2023-03-14,Active
L00872,C02774,B01001,Auto Loan,4978806.78,13.68,180,2023-10-19,Active
L00873,C01462,B00201,Education Loan,278987.97,15.27,36,2023-03-15,Active
L00874,C00499,B00901,Personal Loan,2534715.21,14.96,84,2025-08-24,Closed
L00875,C00955,B00501,Business Loan,2667853.59,9.93,84,2025-02-01,Active
L00876,C02917,B00101,Education Loan,2473034.92,10.58,36,2023-01-29,Overdue
L00877,C02370,B00101,Business Loan,793925.73,10.3,60,2024-05-29,Overdue
L00878,C04465,B00901,Personal Loan,4154300.45,13.53,180,2025-06-03,Overdue
L00879,C03954,B00401,Personal Loan,2629202.06,10.43,12,2024-05-24,Active
L00880,C03956,B00101,Auto Loan,3938088.42,14.59,48,2025-06-01,Active
L00881,C03509,B00901,Personal Loan,2178568.56,12.9,24,2025-01-12,Overdue
L00882,C03281,B00601,Auto Loan,4339704.31,8.12,84,2023-09-04,Active
L00883,C03874,B00301,Business Loan,856197.92,11.84,84,2024-06-19,Active
L00884,C00510,B00401,Personal Loan,1264442.72,14.7,60,2024-09-14,Overdue
L00885,C01830,B00301,Auto Loan,1844730.6,13.61,180,2023-01-04,Active
L00886,C00595,B00301,Personal Loan,4052061.42,9.99,24,2023-07-11,Active
L00887,C01700,B00801,Personal Loan,2761938.18,12.93,48,2024-10-09,Active
L00888,C04192,B00401,Business Loan,1494427.96,12.63,36,2025-09-05,Closed
L00889,C00425,B01001,Education Loan,398707.67,13.31,120,2023-10-23,Active
L00890,C04516,B00301,Business Loan,3507881.25,7.63,36,2023-08-10,Overdue
L00891,C04233,B00201,Business Loan,4386047.55,9.07,84,2023-01-18,Closed
L00892,C00628,B00101,Home Loan,2909481.83,10.6,84,2024-10-13,Active
L00893,C01179,B00601,Business Loan,4268720.08,11.86,60,2023-12-04,Overdue
L00894,C04548,B00101,Auto Loan,4380565.37,12.86,12,2023-11-08,Overdue
L00895,C02109,B00301,Auto Loan,2402770.76,9.42,48,2025-09-26,Active
L00896,C00056,B00401,Business Loan,3299838.95,14.89,120,2023-07-08,Closed
L00897,C04224,B00901,Home Loan,2323110.84,14.49,24,2023-05-22,Active
L00898,C00684,B00101,Education Loan,3386789.98,10.04,12,2023-12-18,Closed
L00899,C04827,B00701,Business Loan,2147877.21,15.32,120,2025-02-25,Active
L00900,C00963,B00801,Personal Loan,284877.97,14.98,84,2025-03-07,Active
L00901,C01272,B00401,Personal Loan,2110603.74,7.57,12,2023-06-29,Overdue
L00902,C03871,B00301,Business Loan,4266257.39,8.02,36,2024-01-28,Active
L00903,C01215,B00601,Auto Loan,4146876.42,9.68,24,2024-08-22,Active
L00904,C04466,B00601,Auto Loan,233918.44,8.77,84,2025-05-27,Active
L00905,C00654,B00601,Education Loan,3186624.02,15.36,12,2025-04-12,Overdue
L00906,C00061,B00501,Home Loan,571744.85,8.17,180,2023-10-13,Active
L00907,C03112,B01001,Business Loan,2590582.09,14.9,120,2024-03-24,Closed
L00908,C00418,B00301,Education Loan,2288031.41,12.13,60,2025-06-13,Active
L00909,C03742,B00201,Education Loan,3274471.82,11.82,12,2025-07-12,Active
L00910,C02007,B00601,Personal Loan,2423283.8,8.37,84,2024-12-07,Active
L00911,C00046,B01001,Personal Loan,525545.01,12.67,24,2023-12-22,Active
L00912,C02218,B00501,Auto Loan,2184455.38,10.93,36,2024-06-09,Active
L00913,C01876,B00501,Business Loan,3514938.51,14.0,24,2023-02-05,Active
L00914,C00423,B00101,Business Loan,4202357.93,10.94,48,2023-07-12,Active
L00915,C02765,B00101,Personal Loan,1504584.4,7.93,120,2024-04-18,Active
L00916,C02723,B00501,Education Loan,3460318.29,7.53,48,2023-09-13,Overdue
L00917,C01601,B00801,Business Loan,1828757.42,14.57,24,2024-06-06,Active
L00918,C02415,B01001,Business Loan,3751536.27,10.23,60,2025-06-11,Overdue
L00919,C03206,B00501,Business Loan,1685002.03,7.85,24,2024-05-19,Active
L00920,C01374,B00101,Home Loan,613538.85,11.29,12,2023-07-21,Active
L00921,C02010,B00201,Personal Loan,4026613.16,14.03,120,2023-03-28,Active
L00922,C04518,B01001,Education Loan,1466558.01,10.56,48,2025-08-12,Active
L00923,C03700,B00801,Personal Loan,4628322.41,9.34,120,2025-06-03,Active
L00924,C01302,B00201,Business Loan,4402434.75,14.19,12,2024-12-12,Active
L00925,C00414,B00101,Home Loan,4072727.98,15.46,12,2024-06-28,Active
L00926,C03483,B00201,Business Loan,861083.55,13.53,120,2023-07-26,Closed
L00927,C04407,B00501,Education Loan,3543364.49,12.19,60,2025-06-19,Active
L00928,C00035,B00201,Business Loan,3553094.87,12.95,60,2024-05-22,Overdue
L00929,C00708,B00201,Education Loan,1465506.38,13.74,36,2023-05-06,Overdue
L00930,C01458,B00501,Home Loan,1053094.63,7.94,180,2025-01-09,Overdue
L00931,C04378,B00101,Home Loan,3991723.14,14.61,60,2024-03-09,Active
L00932,C02923,B00801,Auto Loan,1937439.87,7.68,24,2023-04-24,Active
L00933,C04125,B00801,Auto Loan,3099360.27,15.17,180,2024-02-22,Active
L00934,C04729,B00101,Personal Loan,233767.52,10.85,36,2023-07-24,Active
L00935,C00882,B00401,Home Loan,2408573.46,10.12,60,2023-08-03,Closed
L00936,C02598,B00201,Business Loan,4610783.88,15.28,180,2023-04-08,Active
L00937,C02591,B00101,Education Loan,1018425.17,8.92,12,2023-11-07,Active
L00938,C00796,B00201,Home Loan,2217448.18,10.58,24,2024-10-12,Active
L00939,C01710,B00401,Personal Loan,1367925.7,9.06,48,2024-01-12,Active
L00940,C01621,B00601,Education Loan,1418919.12,9.03,60,2023-11-13,Active
L00941,C04455,B00801,Personal Loan,4134645.97,10.8,12,2025-04-12,Active
L00942,C04988,B00401,Auto Loan,4822697.44,14.56,84,2025-07-06,Closed
L00943,C01460,B00501,Education Loan,1128649.6,12.82,60,2025-02-14,Overdue
L00944,C00226,B00601,Business Loan,777771.22,13.76,36,2024-11-18,Overdue
L00945,C02879,B00601,Education Loan,2232188.42,11.5,48,2023-10-16,Closed
L00946,C03804,B00201,Business Loan,4161259.05,10.52,12,2025-06-23,Closed
L00947,C04923,B00301,Education Loan,3970227.01,10.42,60,2023-02-15,Closed
L00948,C04329,B00301,Home Loan,1466430.22,11.56,12,2023-03-13,Active
L00949,C01635,B00101,Business Loan,2840234.74,11.57,60,2025-07-20,Active
L00950,C01406,B00701,Business Loan,2410008.47,12.91,120,2023-09-06,Closed
L00951,C02304,B00601,Auto Loan,2303096.75,12.59,12,2024-10-03,Overdue
L00952,C01715,B00401,Business Loan,4595988.12,12.15,60,2023-02-14,Active
L00953,C03411,B00901,Personal Loan,2716254.69,8.96,84,2023-10-20,Active
L00954,C02503,B00601,Education Loan,3589339.77,8.67,12,2024-09-14,Active
L00955,C02088,B00301,Business Loan,2595075.88,13.58,84,2025-05-20,Closed
L00956,C00730,B00901,Personal Loan,1413995.29,7.77,24,2025-05-21,Active
L00957,C02262,B00701,Personal Loan,879178.84,15.39,12,2023-07-23,Active
L00958,C02818,B00101,Personal Loan,2117410.56,14.89,180,2023-09-07,Active
L00959,C00181,B00101,Personal Loan,3355549.25,8.13,24,2024-10-25,Active
L00960,C04957,B00201,Business Loan,1892976.25,13.81,48,2025-06-13,Active
L00961,C02797,B00701,Business Loan,1098630.52,9.85,36,2023-06-28,Closed
L00962,C04874,B00201,Education Loan,1870921.13,11.91,48,2024-06-15,Overdue
L00963,C00066,B00201,Business Loan,4938971.23,11.76,60,2025-09-09,Overdue
L00964,C01080,B00901,Education Loan,2460094.52,10.83,24,2023-03-20,Active
L00965,C03770,B00101,Education Loan,3165561.53,8.28,24,2023-12-19,Closed
L00966,C00171,B00101,Home Loan,461115.09,15.05,12,2025-03-05,Active
L00967,C03719,B00901,Personal Loan,3176199.29,11.65,84,2024-06-07,Active
L00968,C02167,B00201,Home Loan,1859629.31,15.35,120,2025-08-05,Active
L00969,C03444,B00401,Business Loan,744100.81,15.5,48,2025-04-08,Active
L00970,C04298,B01001,Home Loan,980818.03,11.4,180,2023-12-02,Active
L00971,C01861,B00701,Personal Loan,1409054.24,11.93,120,2025-08-12,Active
L00972,C00801,B00601,Auto Loan,3162413.87,14.66,12,2025-03-08,Active
L00973,C01060,B00101,Business Loan,2725471.71,12.64,24,2024-06-16,Active
L00974,C02068,B00201,Auto Loan,2288050.49,10.58,180,2024-01-16,Overdue
L00975,C00058,B00201,Auto Loan,4282886.07,11.34,48,2024-12-22,Overdue
L00976,C04457,B00501,Education Loan,1554003.44,13.74,12,2023-06-27,Active
L00977,C00547,B00401,Education Loan,3189682.84,8.38,180,2023-07-29,Active
L00978,C03848,B00701,Education Loan,3384805.48,10.28,48,2024-04-17,Active
L00979,C01577,B00901,Business Loan,2570718.64,11.27,48,2024-06-18,Active
L00980,C02625,B00501,Business Loan,269978.54,9.46,24,2025-07-25,Active
L00981,C03562,B01001,Home Loan,476835.82,8.28,120,2025-06-26,Closed
L00982,C00019,B01001,Business Loan,2589432.29,13.15,120,2024-06-19,Overdue
L00983,C02105,B01001,Business Loan,3592339.9,11.77,180,2024-11-28,Active
L00984,C01208,B00901,Personal Loan,1251129.36,8.24,36,2025-05-28,Active
L00985,C02017,B00201,Education Loan,755812.97,12.34,12,2024-03-16,Overdue
L00986,C00264,B00501,Home Loan,666468.59,10.57,24,2025-08-21,Overdue
L00987,C04839,B00701,Home Loan,222485.24,13.56,120,2025-06-23,Active
L00988,C02439,B00401,Auto Loan,525026.85,11.91,12,2023-11-16,Active
L00989,C03402,B00101,Education Loan,1767087.05,11.51,120,2025-09-02,Closed
L00990,C04416,B00101,Home Loan,1873882.39,9.8,48,2023-08-31,Active
L00991,C01280,B00501,Personal Loan,58520.92,9.9,120,2023-10-27,Closed
L00992,C04107,B01001,Auto Loan,735829.11,7.77,12,2023-01-29,Closed
L00993,C00402,B00101,Personal Loan,1105053.67,9.0,60,2023-06-06,Active
L00994,C02433,B00101,Personal Loan,3687443.89,11.6,180,2024-08-09,Closed
L00995,C03209,B00301,Auto Loan,4448928.86,10.8,60,2025-04-01,Overdue
L00996,C02170,B00501,Auto Loan,4197652.7,9.05,48,2024-05-08,Active
L00997,C00186,B00901,Education Loan,402097.53,10.04,36,2023-03-03,Overdue
L00998,C00529,B00501,Business Loan,459363.78,9.76,24,2023-03-21,Active
L00999,C02250,B00401,Personal Loan,2326032.3,14.44,120,2023-04-14,Overdue
L01000,C00241,B00501,Home Loan,4246311.14,13.62,24,2023-09-02,Active
L01001,C01640,B00401,Auto Loan,1905569.49,13.17,120,2023-12-02,Closed
L01002,C03217,B00201,Education Loan,1034579.35,9.73,24,2024-04-20,Active
L01003,C00527,B00801,Auto Loan,3961414.82,15.18,48,2024-05-10,Active
L01004,C02211,B00901,Education Loan,1462024.49,7.67,48,2024-02-21,Closed
L01005,C03914,B00401,Auto Loan,820630.31,11.14,24,2025-07-01,Active
L01006,C00048,B00601,Business Loan,4402781.67,14.22,12,2025-01-22,Overdue
L01007,C03023,B01001,Business Loan,3615379.2,14.66,12,2023-12-05,Active
L01008,C03053,B00701,Personal Loan,4966462.17,11.46,84,2023-05-07,Active
L01009,C01819,B00101,Business Loan,3063327.66,12.07,24,2024-07-28,Closed
L01010,C01734,B00101,Business Loan,4951001.17,15.29,60,2023-04-11,Active
L01011,C02932,B00301,Business Loan,2435761.49,15.2,36,2025-03-02,Active
L01012,C00191,B00601,Home Loan,1067870.09,13.28,12,2024-12-31,Active
L01013,C04349,B00301,Home Loan,857487.63,9.69,180,2024-10-19,Overdue
L01014,C04210,B00501,Home Loan,570199.0,10.66,120,2024-02-16,Overdue
L01015,C03642,B00201,Business Loan,3406364.07,7.62,60,2024-06-02,Active
L01016,C03488,B00101,Auto Loan,4072088.08,14.51,180,2023-06-04,Active
L01017,C03866,B00301,Business Loan,3866467.4,8.82,24,2023-07-05,Active
L01018,C02314,B00401,Personal Loan,3828795.04,14.03,120,2025-06-09,Closed
L01019,C00727,B00501,Auto Loan,620051.65,10.95,12,2023-06-16,Active
L01020,C01019,B00401,Education Loan,1188638.8,9.36,60,2025-06-23,Active
L01021,C04247,B00201,Home Loan,2546719.43,14.39,120,2024-02-04,Active
L01022,C04128,B00801,Business Loan,4004948.88,9.02,48,2024-06-15,Overdue
L01023,C00811,B00801,Personal Loan,1405741.86,14.39,120,2024-04-05,Active
L01024,C03718,B00301,Personal Loan,2950317.28,14.72,120,2024-12-16,Active
