transaction_id,account_id,transaction_date,transaction_type,transaction_amount,channel,transaction_status
T0014926,A000451,2025-01-06 05:00:00,ATM Withdrawal,4887.56,ATM,Completed
T0014927,A004668,2025-09-24 22:00:00,ATM Withdrawal,803.83,POS,Completed
T0014928,A003616,2025-01-05 04:00:00,Withdrawal,2570.88,POS,Completed
T0014929,A003876,2025-03-26 17:00:00,Withdrawal,4343.0,Branch,Completed
T0014930,A004496,2025-07-30 07:00:00,UPI,8815.89,Mobile App,Completed
T0014931,A001424,2025-07-06 01:00:00,Deposit,2683.03,ATM,Completed
T0014932,A006910,2025-04-24 10:00:00,UPI,2985.93,Branch,Completed
T0014933,A006423,2025-10-02 01:00:00,Withdrawal,4615.99,Internet Banking,Completed
T0014934,A005233,2025-09-06 23:00:00,ATM Withdrawal,14118.47,Internet Banking,Failed
T0014935,A006585,2025-12-31 05:00:00,UPI,5784.48,Branch,Completed
T0014936,A006931,2025-02-07 22:00:00,Withdrawal,5198.38,Mobile App,Failed
T0014937,A006439,2025-03-03 15:00:00,Withdrawal,3352.94,Internet Banking,Completed
T0014938,A005474,2025-09-18 20:00:00,ATM Withdrawal,5488.24,POS,Completed
T0014939,A004114,2025-06-10 02:00:00,Deposit,2402.04,ATM,Completed
T0014940,A004575,2025-03-12 12:00:00,Card Payment,7114.85,POS,Completed
T0014941,A005811,2025-02-20 02:00:00,UPI,9083.04,Branch,Failed
T0014942,A005772,2025-05-21 08:00:00,Withdrawal,5002.65,Internet Banking,Completed
T0014943,A003154,2025-11-11 04:00:00,Card Payment,2974.47,POS,Completed
T0014944,A005600,2025-11-26 18:00:00,Card Payment,2361.26,Internet Banking,Completed
T0014945,A003971,2025-03-16 02:00:00,Transfer,2459.62,Branch,Completed
T0014946,A006172,2025-05-15 10:00:00,UPI,22754.61,Mobile App,Completed
T0014947,A000317,2025-07-19 18:00:00,Deposit,1509.02,Mobile App,Failed
T0014948,A000869,2025-10-01 09:00:00,UPI,1513.66,ATM,Completed
T0014949,A000994,2025-12-28 08:00:00,Card Payment,2498.27,POS,Completed
T0014950,A004597,2025-09-01 03:00:00,ATM Withdrawal,1305.32,ATM,Completed
T0014951,A003061,2025-12-11 18:00:00,Card Payment,461.51,Mobile App,Completed
T0014952,A006200,2025-01-06 07:00:00,Withdrawal,17791.63,Internet Banking,Completed
T0014953,A003766,2025-11-10 04:00:00,UPI,2898.32,Mobile App,Completed
T0014954,A003683,2025-12-26 04:00:00,ATM Withdrawal,942.69,Mobile App,Completed
T0014955,A004004,2025-03-21 05:00:00,UPI,8971.18,POS,Failed
T0014956,A003419,2025-12-23 12:00:00,Withdrawal,852.85,ATM,Completed
T0014957,A005198,2025-05-22 13:00:00,Withdrawal,5939.04,ATM,Completed
T0014958,A000574,2025-04-11 18:00:00,ATM Withdrawal,2270.7,ATM,Failed
T0014959,A006674,2025-12-01 05:00:00,Transfer,2250.86,POS,Failed
T0014960,A005482,2025-07-30 08:00:00,UPI,3548.75,Branch,Completed
T0014961,A002028,2025-06-30 19:00:00,Withdrawal,18438.23,Mobile App,Failed
T0014962,A001813,2025-06-04 10:00:00,Deposit,28285.82,Branch,Completed
T0014963,A001422,2025-05-24 15:00:00,ATM Withdrawal,11309.4,POS,Failed
T0014964,A000249,2025-09-01 17:00:00,UPI,3862.07,POS,Completed
T0014965,A002380,2025-04-23 18:00:00,UPI,35320.62,ATM,Completed
T0014966,A006948,2025-05-19 11:00:00,Card Payment,2188.02,Branch,Failed
T0014967,A002150,2025-08-24 00:00:00,Card Payment,10632.63,ATM,Completed
T0014968,A006387,2025-11-10 23:00:00,UPI,4323.56,ATM,Completed
T0014969,A000095,2025-02-21 07:00:00,Deposit,18110.05,Mobile App,Completed
T0014970,A000185,2025-03-03 15:00:00,ATM Withdrawal,3388.51,Internet Banking,Completed
T0014971,A001438,2025-02-27 03:00:00,Withdrawal,9612.15,Mobile App,Completed
T0014972,A003059,2025-02-07 21:00:00,ATM Withdrawal,9162.82,Internet Banking,Failed
T0014973,A005076,2025-11-12 23:00:00,Withdrawal,37534.25,ATM,Failed
T0014974,A001488,2025-10-24 08:00:00,Deposit,7681.83,Branch,Completed
T0014975,A002513,2025-12-28 10:00:00,ATM Withdrawal,7642.38,Internet Banking,Failed
T0014976,A002648,2025-12-04 00:00:00,Deposit,1741.51,Mobile App,Completed
T0014977,A002351,2025-12-15 09:00:00,Withdrawal,17326.84,Branch,Completed
T0014978,A002133,2025-02-09 15:00:00,ATM Withdrawal,11338.77,Branch,Completed
T0014979,A001386,2025-08-15 01:00:00,ATM Withdrawal,3587.8,ATM,Completed
T0014980,A001250,2025-01-26 04:00:00,Transfer,4623.65,Mobile App,Failed
T0014981,A005934,2025-01-10 13:00:00,Deposit,2357.06,ATM,Completed
T0014982,A006437,2025-08-04 17:00:00,Transfer,5448.92,Branch,Completed
T0014983,A006196,2025-10-03 20:00:00,Card Payment,1155.83,Mobile App,Completed
T0014984,A001790,2025-09-14 20:00:00,UPI,2475.11,POS,Completed
T0014985,A002602,2025-12-05 16:00:00,Withdrawal,10377.56,Mobile App,Failed
T0014986,A000584,2025-09-23 06:00:00,Transfer,1388.44,Mobile App,Completed
T0014987,A001111,2025-03-03 21:00:00,Transfer,3079.92,Branch,Completed
T0014988,A005679,2025-08-11 00:00:00,Card Payment,3673.24,POS,Completed
T0014989,A004202,2025-09-01 20:00:00,Transfer,6789.08,Branch,Completed
T0014990,A005423,2025-02-03 22:00:00,Withdrawal,1543.87,POS,Completed
T0014991,A005928,2025-03-05 08:00:00,UPI,14561.57,POS,Completed
T0014992,A006596,2025-11-06 05:00:00,Transfer,950.81,Internet Banking,Completed
T0014993,A001831,2025-02-21 12:00:00,Deposit,5269.81,ATM,Failed
T0014994,A002709,2025-11-28 00:00:00,ATM Withdrawal,3820.87,Branch,Completed
T0014995,A001325,2025-02-11 21:00:00,UPI,1674.35,Branch,Completed
T0014996,A004373,2025-01-09 19:00:00,Deposit,7660.86,Internet Banking,Completed
T0014997,A006163,2025-03-13 20:00:00,Transfer,2246.66,POS,Failed
T0014998,A001152,2025-04-03 02:00:00,Card Payment,4830.63,Internet Banking,Completed
T0014999,A003050,2025-01-07 11:00:00,Card Payment,17860.11,Mobile App,Completed
T0015000,A002931,2025-10-17 01:00:00,Deposit,11639.49,Mobile App,Failed
T0015001,A006304,2025-07-03 13:00:00,ATM Withdrawal,2694.92,Internet Banking,Completed
T0015002,A001824,2025-06-04 19:00:00,Transfer,2750.86,ATM,Completed
T0015003,A002322,2025-11-15 02:00:00,ATM Withdrawal,2789.58,Mobile App,Failed
T0015004,A004885,2025-01-23 02:00:00,Transfer,6874.18,POS,Completed
T0015005,A005755,2025-08-22 00:00:00,Withdrawal,4387.38,Internet Banking,Completed
T0015006,A000805,2025-10-12 18:00:00,Transfer,1297.11,Mobile App,Failed
T0015007,A005402,2025-07-20 19:00:00,Transfer,4221.91,ATM,Failed
T0015008,A003154,2025-07-09 16:00:00,ATM Withdrawal,2853.16,POS,Completed
T0015009,A006637,2025-04-06 12:00:00,Transfer,1387.38,ATM,Completed
T0015010,A000390,2025-05-07 23:00:00,Card Payment,8697.57,Internet Banking,Completed
T0015011,A002011,2025-05-14 10:00:00,ATM Withdrawal,2597.26,Internet Banking,Failed
T0015012,A000113,2025-08-26 07:00:00,UPI,16177.74,ATM,Completed
T0015013,A002889,2025-05-02 08:00:00,Card Payment,4906.9,Mobile App,Completed
T0015014,A000059,2025-08-27 21:00:00,UPI,4734.08,Internet Banking,Failed
T0015015,A000502,2025-01-12 04:00:00,Card Payment,17361.5,Mobile App,Completed
T0015016,A003948,2025-10-11 22:00:00,Withdrawal,2384.25,ATM,Completed
T0015017,A006941,2025-01-17 11:00:00,ATM Withdrawal,3355.99,Internet Banking,Completed
T0015018,A003298,2025-08-02 10:00:00,Deposit,830.49,Mobile App,Completed
T0015019,A002566,2025-05-12 21:00:00,Card Payment,6521.47,Internet Banking,Completed
T0015020,A002934,2025-08-02 04:00:00,Card Payment,3422.91,POS,Completed
T0015021,A005284,2025-09-09 09:00:00,Transfer,14939.0,Mobile App,Completed
T0015022,A002932,2025-06-05 20:00:00,Transfer,7915.43,ATM,Failed
T0015023,A003038,2025-05-31 00:00:00,Card Payment,3879.6,POS,Completed
T0015024,A000227,2025-02-15 09:00:00,Transfer,2918.91,Internet Banking,Completed
T0015025,A005945,2025-09-07 06:00:00,Transfer,5730.35,Internet Banking,Completed
T0015026,A002369,2025-02-18 20:00:00,Withdrawal,5639.84,Internet Banking,Completed
T0015027,A003322,2025-04-03 16:00:00,UPI,551.35,Mobile App,Failed
T0015028,A002598,2025-04-16 13:00:00,Transfer,571.86,ATM,Completed
T0015029,A000533,2025-03-18 22:00:00,Transfer,2507.96,Branch,Failed
T0015030,A001003,2025-04-03 13:00:00,UPI,1384.42,POS,Completed
T0015031,A000888,2025-08-21 13:00:00,Transfer,9959.76,Mobile App,Failed
T0015032,A004766,2025-02-04 13:00:00,ATM Withdrawal,3643.67,Branch,Failed
T0015033,A004041,2025-03-06 13:00:00,UPI,4886.09,Internet Banking,Completed
T0015034,A005768,2025-10-24 20:00:00,ATM Withdrawal,23884.4,Branch,Completed
T0015035,A002345,2025-03-28 11:00:00,Withdrawal,29929.71,Internet Banking,Failed
T0015036,A003722,2025-08-11 17:00:00,ATM Withdrawal,1924.6,POS,Completed
T0015037,A006699,2025-09-04 15:00:00,Transfer,5718.95,Internet Banking,Completed
T0015038,A006175,2025-01-27 07:00:00,Withdrawal,1288.84,ATM,Completed
T0015039,A002236,2025-01-05 16:00:00,Transfer,2399.23,Mobile App,Completed
T0015040,A004609,2025-09-23 10:00:00,Withdrawal,6987.63,Mobile App,Completed
T0015041,A005320,2025-01-22 21:00:00,Card Payment,1892.84,Internet Banking,Completed
T0015042,A005809,2025-01-03 05:00:00,Deposit,4002.44,Mobile App,Completed
T0015043,A000900,2025-09-17 22:00:00,Deposit,1949.06,ATM,Failed
T0015044,A000276,2025-03-15 09:00:00,UPI,1318.43,Branch,Completed
T0015045,A002760,2025-11-27 02:00:00,UPI,64397.11,ATM,Completed
T0015046,A002654,2025-08-22 22:00:00,Withdrawal,3269.69,POS,Failed
T0015047,A002520,2025-03-07 18:00:00,Deposit,2583.71,POS,Failed
T0015048,A004296,2025-03-31 23:00:00,Withdrawal,23875.61,Internet Banking,Failed
T0015049,A004546,2025-03-29 02:00:00,UPI,1820.42,Branch,Completed
T0015050,A005001,2025-08-03 05:00:00,UPI,2696.07,POS,Failed
T0015051,A005295,2025-09-06 22:00:00,Withdrawal,8047.57,Mobile App,Completed
T0015052,A002923,2025-06-27 02:00:00,Deposit,5675.95,Branch,Failed
T0015053,A004942,2025-05-07 17:00:00,Card Payment,966.87,ATM,Completed
T0015054,A006082,2025-10-27 07:00:00,Card Payment,4350.23,POS,Failed
T0015055,A000992,2025-06-23 07:00:00,Card Payment,17090.21,Internet Banking,Completed
T0015056,A000795,2025-01-09 22:00:00,Card Payment,7692.36,ATM,Completed
T0015057,A006114,2025-05-30 11:00:00,Withdrawal,3049.53,POS,Completed
T0015058,A006832,2025-06-25 10:00:00,Card Payment,2288.54,Internet Banking,Completed
T0015059,A004923,2025-08-26 07:00:00,Transfer,16970.24,Mobile App,Completed
T0015060,A004087,2025-06-23 10:00:00,Deposit,77899.1,Internet Banking,Completed
T0015061,A003895,2025-10-08 05:00:00,Withdrawal,9720.69,ATM,Completed
T0015062,A001873,2025-12-02 02:00:00,UPI,3429.49,POS,Completed
T0015063,A004666,2025-01-28 00:00:00,Card Payment,7181.69,Mobile App,Completed
T0015064,A000638,2025-08-26 16:00:00,Transfer,2593.28,Internet Banking,Completed
T0015065,A000536,2025-01-07 19:00:00,ATM Withdrawal,6937.57,Branch,Completed
T0015066,A006713,2025-06-19 18:00:00,Card Payment,12758.63,Internet Banking,Completed
T0015067,A006508,2025-03-19 21:00:00,UPI,7057.03,Internet Banking,Completed
T0015068,A003291,2025-01-05 05:00:00,Card Payment,7696.67,POS,Completed
T0015069,A001317,2025-06-24 01:00:00,Deposit,13010.34,Internet Banking,Completed
T0015070,A005828,2025-12-18 13:00:00,Transfer,6983.36,Mobile App,Failed
T0015071,A003416,2025-04-02 13:00:00,Withdrawal,4025.02,ATM,Completed
T0015072,A001582,2025-09-21 04:00:00,Card Payment,6963.79,Mobile App,Completed
T0015073,A003223,2025-04-06 13:00:00,Withdrawal,10903.16,Branch,Completed
T0015074,A002991,2025-01-22 04:00:00,ATM Withdrawal,13997.47,Internet Banking,Failed
T0015075,A003169,2025-01-31 19:00:00,UPI,8745.83,ATM,Failed
T0015076,A003655,2025-01-29 22:00:00,Card Payment,2630.74,ATM,Completed
T0015077,A000516,2025-10-15 17:00:00,Deposit,7231.0,Branch,Completed
T0015078,A002995,2025-06-07 17:00:00,Transfer,878.19,POS,Completed
T0015079,A002624,2025-12-09 03:00:00,Transfer,15043.01,POS,Completed
T0015080,A005824,2025-06-18 10:00:00,Card Payment,7139.63,Branch,Completed
T0015081,A001019,2025-12-21 11:00:00,Transfer,5630.76,ATM,Completed
T0015082,A002504,2025-11-14 06:00:00,Card Payment,15963.48,Branch,Completed
T0015083,A004346,2025-12-28 21:00:00,Transfer,4600.9,ATM,Failed
T0015084,A003540,2025-08-03 05:00:00,Withdrawal,5038.15,Internet Banking,Completed
T0015085,A006342,2025-10-24 03:00:00,UPI,6784.11,Branch,Completed
T0015086,A004641,2025-05-28 15:00:00,UPI,1560.08,Branch,Completed
T0015087,A004816,2025-11-25 03:00:00,ATM Withdrawal,12556.85,POS,Completed
T0015088,A004287,2025-01-24 00:00:00,Deposit,1618.59,Branch,Completed
T0015089,A003381,2025-06-17 23:00:00,Card Payment,3605.18,Internet Banking,Completed
T0015090,A006483,2025-08-05 11:00:00,UPI,3788.92,Branch,Completed
T0015091,A000631,2025-07-07 17:00:00,Card Payment,5038.87,ATM,Completed
T0015092,A000842,2025-12-13 12:00:00,Transfer,12002.53,ATM,Completed
T0015093,A002195,2025-07-13 19:00:00,UPI,3850.43,Internet Banking,Completed
T0015094,A005321,2025-08-13 08:00:00,Card Payment,3212.62,POS,Completed
T0015095,A005309,2025-06-03 01:00:00,Withdrawal,1848.28,Internet Banking,Failed
T0015096,A001904,2025-07-31 01:00:00,Transfer,17255.45,Branch,Completed
T0015097,A001585,2025-05-20 18:00:00,Withdrawal,6312.65,Branch,Completed
T0015098,A001881,2025-10-28 03:00:00,ATM Withdrawal,9502.61,ATM,Failed
T0015099,A000896,2025-03-24 17:00:00,UPI,9091.29,Mobile App,Failed
T0015100,A000574,2025-11-10 04:00:00,ATM Withdrawal,529.99,Internet Banking,Completed
T0015101,A000758,2025-10-23 08:00:00,Deposit,4660.93,Internet Banking,Completed
T0015102,A003556,2025-01-18 03:00:00,Transfer,16809.94,Mobile App,Completed
T0015103,A001613,2025-12-29 12:00:00,ATM Withdrawal,6808.93,ATM,Completed
T0015104,A006963,2025-05-28 13:00:00,Transfer,794.4,Mobile App,Completed
T0015105,A005346,2025-03-28 13:00:00,UPI,6708.96,POS,Completed
T0015106,A000277,2025-09-07 09:00:00,ATM Withdrawal,2050.85,Mobile App,Completed
T0015107,A000534,2025-10-21 15:00:00,Withdrawal,2353.22,Branch,Completed
T0015108,A000432,2025-02-19 19:00:00,Card Payment,25747.43,Branch,Completed
T0015109,A005797,2025-11-05 04:00:00,ATM Withdrawal,6367.34,ATM,Completed
T0015110,A000190,2025-01-01 15:00:00,Card Payment,8518.46,Branch,Completed
T0015111,A003900,2025-05-28 19:00:00,Deposit,7927.0,Internet Banking,Failed
T0015112,A004959,2025-01-31 09:00:00,Transfer,5319.74,Internet Banking,Completed
T0015113,A005347,2025-04-12 04:00:00,Card Payment,529.61,Branch,Completed
T0015114,A004301,2025-01-09 02:00:00,Deposit,2319.17,ATM,Completed
T0015115,A004341,2025-10-11 10:00:00,Transfer,2992.23,POS,Failed
T0015116,A002032,2025-08-16 09:00:00,Transfer,1580.69,Mobile App,Completed
T0015117,A004841,2025-03-13 02:00:00,ATM Withdrawal,3524.83,Internet Banking,Failed
T0015118,A006056,2025-08-19 11:00:00,Deposit,3167.38,Branch,Completed
T0015119,A003959,2025-09-30 01:00:00,Deposit,3796.16,Mobile App,Completed
T0015120,A001547,2025-02-15 11:00:00,Deposit,14444.63,Branch,Completed
T0015121,A004959,2025-10-17 14:00:00,Withdrawal,6734.71,POS,Completed
T0015122,A002962,2025-09-23 08:00:00,Deposit,16083.19,Mobile App,Completed
T0015123,A005979,2025-03-24 20:00:00,Deposit,3266.58,Branch,Failed
T0015124,A006579,2025-02-17 18:00:00,Transfer,1432.57,Mobile App,Completed
T0015125,A003373,2025-01-19 10:00:00,Deposit,12844.9,Mobile App,Completed
T0015126,A000320,2025-05-15 09:00:00,Transfer,15982.52,Mobile App,Completed
T0015127,A005816,2025-02-02 22:00:00,UPI,33501.72,Internet Banking,Failed
T0015128,A000171,2025-01-16 04:00:00,Transfer,4847.58,Mobile App,Completed
T0015129,A001425,2025-12-12 12:00:00,UPI,3781.94,Internet Banking,Completed
T0015130,A001954,2025-10-17 22:00:00,Transfer,12510.8,Internet Banking,Failed
T0015131,A002880,2025-04-05 15:00:00,ATM Withdrawal,4970.18,Internet Banking,Completed
T0015132,A000938,2025-10-28 06:00:00,ATM Withdrawal,12289.23,POS,Completed
T0015133,A002765,2025-12-08 06:00:00,Deposit,3095.47,ATM,Completed
T0015134,A004517,2025-04-29 23:00:00,Card Payment,6443.12,Mobile App,Completed
T0015135,A004943,2025-02-15 00:00:00,ATM Withdrawal,4167.17,Branch,Completed
T0015136,A002757,2025-05-28 05:00:00,ATM Withdrawal,9951.46,ATM,Completed
T0015137,A001599,2025-11-22 15:00:00,Withdrawal,6865.16,Branch,Completed
T0015138,A005023,2025-03-07 10:00:00,Transfer,511.93,Mobile App,Completed
T0015139,A005568,2025-01-03 15:00:00,Transfer,3387.05,ATM,Failed
T0015140,A000009,2025-05-06 08:00:00,Transfer,5242.62,Mobile App,Failed
T0015141,A000384,2025-10-16 13:00:00,Deposit,2709.48,Mobile App,Completed
T0015142,A001022,2025-06-10 22:00:00,Transfer,34123.55,ATM,Completed
T0015143,A003787,2025-01-04 21:00:00,ATM Withdrawal,293.09,Mobile App,Completed
T0015144,A002575,2025-08-15 18:00:00,UPI,659.73,Internet Banking,Completed
T0015145,A004555,2025-03-13 08:00:00,Transfer,2277.9,Internet Banking,Completed
T0015146,A004755,2025-12-09 02:00:00,Deposit,1995.93,ATM,Completed
T0015147,A003199,2025-03-06 05:00:00,ATM Withdrawal,659.98,POS,Completed
T0015148,A003396,2025-04-21 22:00:00,ATM Withdrawal,14240.52,ATM,Failed
T0015149,A001967,2025-11-16 05:00:00,Deposit,10339.16,Branch,Completed
T0015150,A004228,2025-01-31 14:00:00,Deposit,7507.92,POS,Completed
T0015151,A003955,2025-11-07 01:00:00,Card Payment,2072.7,Internet Banking,Completed
T0015152,A002069,2025-09-17 19:00:00,UPI,2094.92,ATM,Completed
T0015153,A003953,2025-02-02 10:00:00,Withdrawal,5389.28,POS,Completed
T0015154,A002843,2025-05-01 00:00:00,ATM Withdrawal,2734.54,Branch,Completed
T0015155,A005407,2025-05-26 08:00:00,Withdrawal,10489.82,Internet Banking,Completed
T0015156,A005262,2025-07-01 17:00:00,Transfer,11609.52,Branch,Completed
T0015157,A004599,2025-12-10 22:00:00,Transfer,2935.01,ATM,Completed
T0015158,A006746,2025-12-03 18:00:00,Withdrawal,15282.14,POS,Completed
T0015159,A000676,2025-09-17 18:00:00,Withdrawal,6324.39,Branch,Completed
T0015160,A006286,2025-02-01 01:00:00,Transfer,1841.74,ATM,Completed
T0015161,A004089,2025-03-27 23:00:00,ATM Withdrawal,5543.54,Mobile App,Completed
T0015162,A002156,2025-08-05 04:00:00,Card Payment,3351.18,POS,Completed
T0015163,A000053,2025-07-28 20:00:00,Deposit,7033.19,Internet Banking,Failed
T0015164,A005164,2025-12-22 11:00:00,ATM Withdrawal,4421.22,Branch,Completed
T0015165,A000957,2025-06-05 14:00:00,Withdrawal,3819.5,POS,Completed
T0015166,A002122,2025-07-09 19:00:00,UPI,5483.02,ATM,Completed
T0015167,A001799,2025-03-04 05:00:00,Card Payment,2545.26,POS,Failed
T0015168,A006869,2025-12-11 04:00:00,Withdrawal,20253.74,Internet Banking,Completed
T0015169,A006357,2025-03-01 09:00:00,ATM Withdrawal,6111.76,Branch,Completed
T0015170,A000198,2025-10-19 12:00:00,UPI,13227.93,Branch,Completed
T0015171,A006414,2025-12-03 19:00:00,UPI,18540.49,POS,Completed
T0015172,A004355,2025-01-16 02:00:00,Card Payment,17467.95,Branch,Failed
T0015173,A000060,2025-08-05 12:00:00,Withdrawal,3264.64,POS,Completed
T0015174,A006347,2025-01-15 01:00:00,UPI,7769.31,Branch,Completed
T0015175,A005044,2025-04-06 04:00:00,UPI,1581.86,Internet Banking,Completed
T0015176,A006151,2025-08-18 09:00:00,UPI,6134.06,Branch,Completed
T0015177,A006081,2025-12-05 23:00:00,UPI,3323.31,ATM,Failed
T0015178,A006509,2025-07-26 21:00:00,Card Payment,10092.64,Branch,Completed
T0015179,A004889,2025-11-15 05:00:00,ATM Withdrawal,5255.93,Branch,Failed
T0015180,A003815,2025-09-21 09:00:00,ATM Withdrawal,5027.33,Branch,Completed
T0015181,A003975,2025-11-01 00:00:00,UPI,5456.82,Mobile App,Completed
T0015182,A003773,2025-10-02 19:00:00,ATM Withdrawal,2478.85,Branch,Completed
T0015183,A006270,2025-02-14 20:00:00,UPI,14547.66,ATM,Completed
T0015184,A000597,2025-03-13 10:00:00,Card Payment,2207.8,Branch,Completed
T0015185,A002642,2025-08-31 20:00:00,ATM Withdrawal,5589.25,POS,Completed
T0015186,A004867,2025-12-11 02:00:00,ATM Withdrawal,2025.78,ATM,Failed
T0015187,A000108,2025-10-10 23:00:00,Deposit,7127.9,Mobile App,Completed
T0015188,A001383,2025-05-18 16:00:00,Withdrawal,15682.75,ATM,Completed
T0015189,A003260,2025-03-30 21:00:00,UPI,10454.53,Branch,Failed
T0015190,A003133,2025-11-03 18:00:00,Withdrawal,4149.23,ATM,Completed
T0015191,A000424,2025-08-10 08:00:00,Deposit,11041.16,ATM,Completed
T0015192,A004829,2025-06-19 21:00:00,Transfer,4673.73,Internet Banking,Failed
T0015193,A004188,2025-01-13 01:00:00,UPI,7551.05,Internet Banking,Completed
T0015194,A000419,2025-11-26 11:00:00,Card Payment,13020.02,ATM,Completed
T0015195,A001826,2025-09-13 08:00:00,Transfer,4734.5,Mobile App,Completed
T0015196,A000047,2025-11-26 21:00:00,ATM Withdrawal,4823.47,POS,Completed
T0015197,A002187,2025-12-07 18:00:00,ATM Withdrawal,2018.08,Mobile App,Completed
T0015198,A001657,2025-09-28 15:00:00,Transfer,5248.86,ATM,Completed
T0015199,A002413,2025-06-04 11:00:00,Deposit,10142.06,Branch,Completed
T0015200,A001836,2025-12-23 13:00:00,UPI,24970.83,Mobile App,Completed
T0015201,A001182,2025-02-15 02:00:00,Withdrawal,4321.1,Branch,Completed
T0015202,A002298,2025-02-23 22:00:00,Deposit,1792.73,POS,Completed
T0015203,A001413,2025-11-30 09:00:00,Deposit,6709.44,ATM,Completed
T0015204,A003038,2025-02-02 18:00:00,Deposit,5245.11,Mobile App,Completed
T0015205,A001374,2025-01-24 09:00:00,ATM Withdrawal,15303.41,Mobile App,Completed
T0015206,A000204,2025-11-21 00:00:00,Deposit,8989.55,Internet Banking,Failed
T0015207,A002467,2025-04-08 20:00:00,Withdrawal,5308.33,ATM,Completed
T0015208,A000618,2025-11-22 00:00:00,Deposit,3865.78,Mobile App,Completed
T0015209,A002382,2025-09-02 18:00:00,UPI,68848.62,POS,Failed
T0015210,A004916,2025-07-31 03:00:00,Deposit,1969.69,POS,Completed
T0015211,A004289,2025-08-28 00:00:00,Card Payment,2793.53,Branch,Completed
T0015212,A003538,2025-11-11 22:00:00,Withdrawal,5334.23,ATM,Completed
T0015213,A006406,2025-03-16 04:00:00,Deposit,1369.95,Branch,Failed
T0015214,A002294,2025-02-02 08:00:00,Card Payment,2425.37,POS,Failed
T0015215,A003768,2025-01-23 14:00:00,ATM Withdrawal,4381.12,Internet Banking,Failed
T0015216,A001981,2025-03-20 01:00:00,UPI,5166.76,ATM,Completed
T0015217,A000421,2025-10-28 07:00:00,UPI,3312.43,Mobile App,Completed
T0015218,A000126,2025-02-25 18:00:00,Withdrawal,6990.74,POS,Completed
T0015219,A003083,2025-06-22 09:00:00,Deposit,2599.95,POS,Completed
T0015220,A004895,2025-06-01 11:00:00,Deposit,2445.06,POS,Completed
T0015221,A000162,2025-12-09 23:00:00,UPI,6153.51,Internet Banking,Failed
T0015222,A005912,2025-04-21 11:00:00,Deposit,3979.28,Mobile App,Completed
T0015223,A003681,2025-12-19 01:00:00,Withdrawal,8671.87,Branch,Failed
T0015224,A001914,2025-07-05 21:00:00,Transfer,7092.5,Branch,Completed
T0015225,A005356,2025-10-09 05:00:00,Transfer,1810.24,ATM,Completed
T0015226,A002212,2025-07-06 12:00:00,Card Payment,6084.63,ATM,Completed
T0015227,A002088,2025-06-22 21:00:00,UPI,5091.49,Internet Banking,Completed
T0015228,A004870,2025-07-09 06:00:00,Deposit,2490.35,POS,Failed
T0015229,A001600,2025-07-29 18:00:00,Transfer,22664.83,ATM,Completed
T0015230,A003485,2025-06-03 15:00:00,Transfer,18918.44,ATM,Completed
T0015231,A000022,2025-09-15 22:00:00,Deposit,12943.97,ATM,Completed
T0015232,A004073,2025-11-08 03:00:00,Deposit,14630.4,Internet Banking,Completed
T0015233,A006644,2025-04-24 06:00:00,ATM Withdrawal,1785.04,Internet Banking,Failed
T0015234,A000834,2025-01-05 11:00:00,Deposit,5066.76,Mobile App,Failed
T0015235,A005589,2025-09-07 15:00:00,Withdrawal,10116.19,Branch,Completed
T0015236,A001211,2025-10-21 01:00:00,Deposit,4573.55,Mobile App,Completed
T0015237,A005645,2025-08-23 04:00:00,ATM Withdrawal,3969.23,Branch,Completed
T0015238,A005918,2025-02-25 09:00:00,ATM Withdrawal,4910.34,ATM,Completed
T0015239,A006890,2025-04-29 19:00:00,Transfer,3187.43,Branch,Completed
T0015240,A004869,2025-02-16 14:00:00,ATM Withdrawal,20251.97,Branch,Failed
T0015241,A006273,2025-09-25 21:00:00,UPI,2652.95,ATM,Failed
T0015242,A001057,2025-02-23 14:00:00,Card Payment,5264.53,ATM,Completed
T0015243,A000479,2025-04-02 07:00:00,Card Payment,555.4,Internet Banking,Failed
T0015244,A001275,2025-10-21 08:00:00,Deposit,976.52,Mobile App,Completed
T0015245,A001778,2025-01-18 14:00:00,ATM Withdrawal,3112.49,Mobile App,Failed
T0015246,A006869,2025-11-27 14:00:00,Deposit,4802.74,Branch,Completed
T0015247,A006900,2025-05-14 05:00:00,Deposit,5598.91,POS,Completed
T0015248,A005980,2025-10-31 11:00:00,Transfer,769.41,Mobile App,Completed
T0015249,A000743,2025-10-07 10:00:00,Transfer,19305.04,Mobile App,Failed
T0015250,A004499,2025-06-02 20:00:00,Deposit,8168.71,POS,Completed
T0015251,A000423,2025-11-22 19:00:00,Card Payment,3590.54,Internet Banking,Completed
T0015252,A003644,2025-08-01 04:00:00,Deposit,7264.48,Branch,Completed
T0015253,A000918,2025-05-12 08:00:00,Card Payment,1505.51,Internet Banking,Failed
T0015254,A003864,2025-07-23 13:00:00,Withdrawal,2416.66,ATM,Completed
T0015255,A000080,2025-01-30 20:00:00,Withdrawal,17373.71,POS,Completed
T0015256,A006986,2025-10-25 05:00:00,Card Payment,769.44,ATM,Failed
T0015257,A005883,2025-12-03 00:00:00,UPI,647.36,Branch,Completed
T0015258,A004557,2025-08-04 12:00:00,Withdrawal,2673.31,Internet Banking,Completed
